OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
64,Anilao,PH063003000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
65,Anini-Y,PH060601000,NA,NA,NA,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
66,Antequera,PH071204000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
67,Antipas,PH124715000,NA,NA,NA,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH,1467244800000,1590710400000,NA
68,Apalit,PH035402000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
69,Aparri,PH021505000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
70,Araceli,PH175303000,NA,NA,NA,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH,1467244800000,1590710400000,NA
71,Arakan,PH124718000,NA,NA,NA,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH,1467244800000,1590710400000,NA
72,Arayat,PH035403000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
73,Argao,PH072205000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
74,Aringay,PH013302000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
75,Aritao,PH025002000,NA,NA,NA,Nueva Vizcaya,PH025000000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
76,Aroroy,PH054101000,NA,NA,NA,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
77,Arteche,PH082601000,NA,NA,NA,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH,1467244800000,1590710400000,NA
78,Asingan,PH015506000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
79,Asipulo,PH142711000,NA,NA,NA,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH,1467244800000,1590710400000,NA
80,Asturias,PH072206000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
81,Asuncion,PH112301000,NA,NA,NA,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH,1467244800000,1590710400000,NA
82,Atimonan,PH045603000,NA,NA,NA,Quezon,PH045600000,Region IV-A,PH040000000,Philippines (the),PH,1467244800000,1590710400000,NA
