OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
129,Kasunko,SL020304,Kasunko,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
130,Wara Wara Bafod,SL020310,Wara Wara Bafod,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
131,Mongo,SL020305,Mongo,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
132,Neya,SL020306,Neya,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
133,Sengbe,SL020308,Sengbe,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
134,Nieni,SL020307,Nieni,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
135,Mambolo,SL020204,Mambolo,NA,NA,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
136,Wara Wara Yagal,SL020311,Wara Wara Yagal,NA,NA,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
137,Biriwa,SL020101,Biriwa,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
138,Gbanti Kamarank,SL020103,Gbanti Kamarank,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
139,Bombali Sebora,SL020102,Bombali Sebora,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
140,Gbendembu Ngowa,SL020104,Gbendembu Ngowa,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
141,Libeisaygahun,SL020105,Libeisaygahun,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
142,Magbaimba Ndorh,SL020106,Magbaimba Ndorh,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
143,Paki Masabong,SL020108,Paki Masabong,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
144,Makari Gbanti,SL020107,Makari Gbanti,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
145,Safroko Limba,SL020109,Safroko Limba,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
146,Sanda Tendaran,SL020111,Sanda Tendaran,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
147,Sella Limba,SL020112,Sella Limba,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
148,Tambakha,SL020113,Tambakha,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
149,Makeni Town,SL020191,Makeni Town,NA,NA,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
