OBJECTID,admin2Name_en,admin2Name_vi,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_vi,admin2AltName2_vi,admin1Name_en,admin1Name_vi,admin1Pcode,admin0Name_en,admin0Name_vi,admin0Pcode,date,validOn,validTo
370,Muong Khuong,Huyện Mường Khương,VN20505,NA,NA,NA,NA,NA,Lao Cai,Lào Cai,VN205,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
371,Muong La,Huyện Mường La,VN30305,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
372,Muong Lat,Huyện Mường Lát,VN40107,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
373,Muong Lay,Thị xã Mường Lay,VN30203,NA,NA,NA,NA,NA,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
374,Muong Nhe,Huyện Mường Nhé,VN30204,NA,NA,NA,NA,NA,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
375,Muong Te,Huyện Mường Tè,VN30105,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
376,My Duc,Huyện Mỹ Đức,VN10147,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
377,My Hao,Huyện Mỹ Hào,VN10903,NA,NA,NA,NA,NA,Hung Yen,Hưng Yên,VN109,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
378,My Loc,Huyện Mỹ Lộc,VN11305,NA,NA,NA,NA,NA,Nam Dinh,Nam Định,VN113,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
379,My Tho,TP. Mỹ Tho,VN80701,NA,NA,NA,NA,NA,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
380,My Tu,Huyện Mỹ Tú,VN81907,NA,NA,NA,NA,NA,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
381,My Xuyen,Huyện Mỹ Xuyên,VN81909,NA,NA,NA,NA,NA,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
382,Na Hang,Huyện Na Hang,VN21103,NA,NA,NA,NA,NA,Tuyen Quang,Tuyên Quang,VN211,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
383,Na Ri,Huyện Na Rì,VN20709,NA,NA,NA,NA,NA,Bac Kan,Bắc Kạn,VN207,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
384,Nam Can,Huyện Năm Căn,VN82314,NA,NA,NA,NA,NA,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
385,Nam Dan,Huyện Nam Đàn,VN40335,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
386,Nam Định,TP. Nam Định,VN11301,Nam Dinh,NA,NA,NA,NA,Nam Dinh,Nam Định,VN113,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
387,Nam Dong,Huyện Nam Đông,VN41117,NA,NA,NA,NA,NA,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
388,Nam Giang,Huyện Nam Giang,VN50313,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
389,Nam Nhun,Huyện Nậm Nhùn,VN30101,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
390,Nam Po,Huyện Nậm Pồ,VN30202,NA,NA,NA,NA,NA,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
391,Nam Sach,Huyện Nam Sách,VN10705,NA,NA,NA,NA,NA,Hai Duong,Hải Dương,VN107,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
392,Nam Tra My,Huyện Nam Trà My,VN50328,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
393,Nam Truc,Huyện Nam Trực,VN11309,NA,NA,NA,NA,NA,Nam Dinh,Nam Định,VN113,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
394,Nam Tu Liem,Quận Nam Từ Liêm,VN10121,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
395,Nga Bay,Thị xã Ngã Bảy,VN81602,NA,NA,NA,NA,NA,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
396,Nga Nam,Thị xã Ngã Năm,VN81912,NA,NA,NA,NA,NA,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
397,Nga Son,Huyện Nga Sơn,VN40133,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
398,Ngan Son,Huyện Ngân Sơn,VN20705,NA,NA,NA,NA,NA,Bac Kan,Bắc Kạn,VN207,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
399,Nghi Loc,Huyện Nghi Lộc,VN40333,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
400,Nghi Xuan,Huyện Nghi Xuân,VN40505,NA,NA,NA,NA,NA,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
401,Nghia Dan,Huyện Nghĩa Đàn,VN40313,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
402,Nghia Hanh,Huyện Nghĩa Hành,VN50517,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
403,Nghia Hung,Huyện Nghĩa Hưng,VN11317,NA,NA,NA,NA,NA,Nam Dinh,Nam Định,VN113,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
404,Nghia Lo,Thị xã Nghĩa Lộ,VN21303,NA,NA,NA,NA,NA,Yen Bai,Yên Bái,VN213,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
405,Ngo Quyen,Quận Ngô Quyền,VN10303,NA,NA,NA,NA,NA,Hai Phong city,TP. Hải Phòng,VN103,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
406,Ngoc Hien,Huyện Ngọc Hiển,VN82313,NA,NA,NA,NA,NA,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
407,Ngoc Hoi,Huyện Ngọc Hồi,VN60105,NA,NA,NA,NA,NA,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
408,Ngoc Lac,Huyện Ngọc Lặc,VN40121,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
409,Ngu Hanh Son,Quận Ngũ Hành Sơn,VN50107,NA,NA,NA,NA,NA,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
410,Nguyen Binh,Huyện Nguyên Bình,VN20313,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
411,Nha Be,Huyện Nhà Bè,VN70141,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
412,Nha Trang,TP. Nha Trang,VN51101,NA,NA,NA,NA,NA,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
413,Nho Quan,Huyện Nho Quan,VN11705,NA,NA,NA,NA,NA,Ninh Binh,Ninh Bình,VN117,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
414,Nhon Trach,Huyện Nhơn Trạch,VN71317,NA,NA,NA,NA,NA,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
415,Nhu Thanh,Huyện Như Thanh,VN40127,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
416,Nhu Xuan,Huyện Như Xuân,VN40125,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
417,Ninh Bình,TP. Ninh Bình,VN11701,Ninh Binh,NA,NA,NA,NA,Ninh Binh,Ninh Bình,VN117,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
418,Ninh Giang,Huyện Ninh Giang,VN10723,NA,NA,NA,NA,NA,Hai Duong,Hải Dương,VN107,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
419,Ninh Hai,Huyện Ninh Hải,VN70505,NA,NA,NA,NA,NA,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
420,Ninh Hoa,Thị xã Ninh Hòa,VN51105,NA,NA,NA,NA,NA,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
421,Ninh Kieu,Quận Ninh Kiều,VN81501,NA,NA,NA,NA,NA,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
422,Ninh Phuoc,Huyện Ninh Phước,VN70507,NA,NA,NA,NA,NA,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
423,Ninh Son,Huyện Ninh Sơn,VN70503,NA,NA,NA,NA,NA,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
424,Nong Cong,Huyện Nông Cống,VN40151,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
425,Nong Son,Huyện Nông Sơn,VN50318,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
426,Nui Thanh,Huyện Núi Thành,VN50325,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
427,O Mon,Quận Ô Môn,VN81503,NA,NA,NA,NA,NA,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
428,Pac Nam,Huyện Pác Nặm,VN20704,NA,NA,NA,NA,NA,Bac Kan,Bắc Kạn,VN207,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
429,Phan Rang-Thap Cham,TP. Phan Rang-Tháp Chàm,VN70501,NA,NA,NA,NA,NA,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
430,Phan Thiet,TP. Phan Thiết,VN71501,NA,NA,NA,NA,NA,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
431,Pho Yen,Huyện Phổ Yên,VN21517,NA,NA,NA,NA,NA,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
432,Phong Dien,Huyện Phong Điền,VN41103,NA,NA,NA,NA,NA,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
433,Phong Dien,Huyện Phong Điền,VN81515,NA,NA,NA,NA,NA,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
434,Phong Tho,Huyện Phong Thổ,VN30107,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
435,Phu Binh,Huyện Phú Bình,VN21515,NA,NA,NA,NA,NA,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
436,Phu Cat,Huyện Phù Cát,VN50713,NA,NA,NA,NA,NA,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
437,Phu Cu,Huyện Phù Cừ,VN10911,NA,NA,NA,NA,NA,Hung Yen,Hưng Yên,VN109,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
438,Phu Giao,Huyện Phú Giáo,VN71104,NA,NA,NA,NA,NA,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
439,Phu Hoa,Huyện Phú Hòa,VN50910,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
440,Phu Loc,Huyện Phú Lộc,VN41113,NA,NA,NA,NA,NA,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
441,Phu Luong,Huyện Phú Lương,VN21509,NA,NA,NA,NA,NA,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
442,Phu Ly,TP. Phủ Lý,VN11101,NA,NA,NA,NA,NA,Ha Nam,Hà Nam,VN111,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
443,Phu My,Huyện Phù Mỹ,VN50709,NA,NA,NA,NA,NA,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
444,Phu Nhuan,Quận Phú Nhuận,VN70131,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
445,Phu Ninh,Huyện Phú Ninh,VN50329,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
446,Phu Ninh,Huyện Phù Ninh,VN21711,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
447,Phu Quoc,Huyện Phú Quốc,VN81321,NA,NA,NA,NA,NA,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
448,Phu Quy,Huyện Phú Quý,VN71517,NA,NA,NA,NA,NA,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
449,Phu Tan,Huyện Phú Tân,VN80509,NA,NA,NA,NA,NA,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
450,Phu Tan,Huyện Phú Tân,VN82310,NA,NA,NA,NA,NA,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
451,Phu Thien,Huyện Phú Thiện,VN60324,NA,NA,NA,NA,NA,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
452,Phu Tho,Thị xã Phú Thọ,VN21703,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
453,Phu Vang,Huyện Phú Vang,VN41109,NA,NA,NA,NA,NA,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
454,Phu Xuyen,Huyện Phú Xuyên,VN10151,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
455,Phu Yen,Huyện Phù Yên,VN30311,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
456,Phuc Hoa,Huyện Phục Hòa,VN20318,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
457,Phuc Tho,Huyện Phúc Thọ,VN10131,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
458,Phuc Yen,Thị xã Phúc Yên,VN10402,NA,NA,NA,NA,NA,Vinh Phuc,Vĩnh Phúc,VN104,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
459,Phung Hiep,Huyện Phụng Hiệp,VN81607,NA,NA,NA,NA,NA,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
460,Phuoc Long,Huyện Phước Long,VN82103,NA,NA,NA,NA,NA,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
461,Phuoc Long,Thị xã Phước Long,VN70703,NA,NA,NA,NA,NA,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
462,Phuoc Son,Huyện Phước Sơn,VN50323,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
463,Pleiku,TP. Pleiku,VN60301,NA,NA,NA,NA,NA,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
464,Quan 1,Quận 1,VN70101,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
465,Quan 10,Quận 10,VN70119,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
466,Quan 11,Quận 11,VN70121,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
467,Quan 12,Quận 12,VN70123,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
468,Quan 2,Quận 2,VN70103,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
469,Quan 3,Quận 3,VN70105,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
470,Quan 4,Quận 4,VN70107,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
471,Quan 5,Quận 5,VN70109,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
472,Quan 6,Quận 6,VN70111,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
473,Quan 7,Quận 7,VN70113,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
474,Quan 8,Quận 8,VN70115,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
475,Quan 9,Quận 9,VN70117,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
476,Quan Ba,Huyện Quản Bạ,VN20109,NA,NA,NA,NA,NA,Ha Giang,Hà Giang,VN201,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
477,Quan Hoa,Huyện Quan Hóa,VN40109,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
478,Quan Son,Huyện Quan Sơn,VN40111,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
479,Quang Binh,Huyện Quang Bình,VN20120,NA,NA,NA,NA,NA,Ha Giang,Hà Giang,VN201,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
480,Quang Dien,Huyện Quảng Điền,VN41105,NA,NA,NA,NA,NA,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
481,Quang Ngai,TP. Quảng Ngãi,VN50501,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
482,Quang Ninh,Huyện Quảng Ninh,VN40711,NA,NA,NA,NA,NA,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
483,Quang Trach,Huyện Quảng Trạch,VN40715,NA,NA,NA,NA,NA,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
484,Quang Tri,Thị xã Quảng Trị,VN40903,NA,NA,NA,NA,NA,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
485,Quang Uyen,Huyện Quảng Uyên,VN20317,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
486,Quang Xuong,Huyện Quảng Xương,VN40149,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
487,Quang Yen,Thị xã Quảng Yên,VN22525,NA,NA,NA,NA,NA,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
488,Que Phong,Huyện Quế Phong,VN40305,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
489,Que Son,Huyện Quế Sơn,VN50317,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
490,Que Vo,Huyện Quế Võ,VN10605,NA,NA,NA,NA,NA,Bac Ninh,Bắc Ninh,VN106,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
491,Quoc Oai,Huyện Quốc Oai,VN10139,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
492,Quy Chau,Huyện Quỳ Châu,VN40307,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
493,Quy Hop,Huyện Quỳ Hợp,VN40311,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
494,Quy Nhon,TP. Quy Nhơn,VN50701,NA,NA,NA,NA,NA,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
495,Quynh Luu,Huyện Quỳnh Lưu,VN40317,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
496,Quynh Nhai,Huyện Quỳnh Nhai,VN30303,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
497,Quynh Phu,Huyện Quỳnh Phụ,VN11503,NA,NA,NA,NA,NA,Thai Binh,Thái Bình,VN115,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
498,Rach Gia,TP. Rạch Giá,VN81301,NA,NA,NA,NA,NA,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
499,Sa Dec,TP. Sa Đéc,VN80303,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
500,Sa Pa,Huyện Sa Pa,VN20513,NA,NA,NA,NA,NA,Lao Cai,Lào Cai,VN205,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
501,Sa Thay,Huyện Sa Thầy,VN60113,NA,NA,NA,NA,NA,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
502,Sam Son,Thị xã Sầm Sơn,VN40105,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
503,Si Ma Cai,Huyện Si Ma Cai,VN20508,NA,NA,NA,NA,NA,Lao Cai,Lào Cai,VN205,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
504,Sin Ho,Huyện Sìn Hồ,VN30109,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
505,Soc Son,Huyện Sóc Sơn,VN10115,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
506,Soc Trang,TP. Sóc Trăng,VN81901,NA,NA,NA,NA,NA,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
507,Son Dong,Huyện Sơn Động,VN22113,NA,NA,NA,NA,NA,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
508,Son Duong,Huyện Sơn Dương,VN21111,NA,NA,NA,NA,NA,Tuyen Quang,Tuyên Quang,VN211,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
509,Son Ha,Huyện Sơn Hà,VN50513,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
510,Son Hoa,Huyện Sơn Hòa,VN50909,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
511,Son La,TP. Sơn La,VN30301,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
512,Son Tay,Huyện Sơn Tây,VN50511,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
513,Son Tay,Thị xã Sơn Tây,VN10127,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
514,Son Tinh,Huyện Sơn Tịnh,VN50509,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
515,Son Tra,Quận Sơn Trà,VN50105,NA,NA,NA,NA,NA,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
516,Song Cau,Thị xã Sông Cầu,VN50905,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
517,Song Cong,Thị xã Sông Công,VN21503,NA,NA,NA,NA,NA,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
