OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
438,Lokoro,NG002006009,Lokoro,Lokoro, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
439,Lokuwa,NG002014005,Lokuwa,Lokuwa, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
440,Loskuri,NG008019007,Loskuri,Loskuri, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
441,Luggere,NG002020008,Luggere,Luggere, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
442,M. Kaza,NG008008006,M. Kaza,Mudu / Kaza, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
443,M. Maja,NG008008005,M. Maja,Mallam Maja, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
444,Ma'Afa,NG008019008,MaAfa,Ma'Afa, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
445,Ma'Anna,NG036006011,MaAnna,Ma'Anna/Dagambi, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
446,Machina,NG036011008,Machina,Machina-Kwari, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
447,Mada,NG008015006,Mada,Mada, ,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
448,Madagali,NG002010006,Madagali,Madagali, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
449,Madzi,NG002013005,Madzi,Madzi, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
450,Mafa,NG008019009,Mafa,Mafa, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
451,Mafa,NG036015007,Mafa,Mafa, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
452,Mafoni,NG008021012,Mafoni,Mafoni, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
453,Magumeri,NG008020011,Magumeri,Magumeri, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
454,Maiha Gari,NG002011004,Maiha Gari,Maiha Gari, ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
455,Maimalari,NG036017006,Maimalari,Mai-Malari, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
456,Maimusari,NG008013007,Maimusari,Maimusari, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
457,Mainok,NG008014009,Mainok,Mainok, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
458,Mairari,NG008010008,Mairari,Mairari, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
459,Mairari,NG036016006,Mairari,Mairari, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
460,Mairi,NG008013008,Mairi,Mairi, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
461,Maisandari,NG008021013,Maisandari,Maisandari, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
462,Maisandari Wi,NG036003007,Maisandari Wi,Maisandari/Waziri Ibrahim Estate, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
463,Maiwa,NG008026009,Maiwa,Maiwa, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
464,Maja Kura,NG036013008,Maja Kura,Maja-Kura, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
465,Makama A,NG002021004,Makama A,Makama 'A', ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
466,Makama B,NG002021005,Makama B,Makama 'B', ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
467,Malari,NG008016003,Malari,Dawa East / Malari / Kangamari, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
468,Mamudo,NG036014008,Mamudo,Mamudo, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
469,Manda Da'A,NG036015008,Manda DaA,Mandadawa, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
470,Mandala,NG008024004,Mandala,Mandala, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
471,Mandaragirau,NG008005007,Mandaragirau,Mandara Girau, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
472,Mandunari,NG036007007,Mandunari,Mallam Dunari, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
473,Manjekin,NG002011005,Manjekin,Manjekin, ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
474,Mapeo,NG002008007,Mapeo,Mapeo, ,Jada,NG002008,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
475,Marama Kidang,NG008012008,Marama Kidang,Marama/Kidang, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
476,Margata,NG008008004,Margata,Magarta / Sheffri, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
477,Marguba,NG008014010,Marguba,Marguba, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
478,Marmari Gudugurka,NG036005010,Marmari Gudugurka,Gudugurka/Marmar  I, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
479,Marte,NG008022008,Marte,Marte, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
480,Masaba,NG036002010,Masaba,Masaba, ,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
481,Mashamari,NG008013009,Mashamari,Mashamari, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
482,Mashio,NG036005011,Mashio,Mashio, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
483,Maskandare,NG036011009,Maskandare,Maskandare, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
484,Masu,NG008019010,Masu,Masu, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
485,Mayo Bani,NG002014006,Mayo Bani,Mayo Bani, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
486,Mayo Farang,NG002012006,Mayo Farang,Mayo Farang, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
487,Mayo Inne,NG002002006,Mayo Inne,Mayo Ine, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
488,Mayo Kalaye,NG002008008,Mayo Kalaye,Mayokalaye, ,Jada,NG002008,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
489,Mayo Lope,NG002007009,Mayo Lope,Mayo Lope, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
490,Mayo Nguli,NG002011006,Mayo Nguli,Mayonguli, ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
491,Mayori,NG036017007,Mayori,Mayori, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
492,Mbalala,NG008006008,Mbalala,Mbalala, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
493,Mbamba,NG002021006,Mbamba,Mbamba, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
494,Mbamoi,NG002021007,Mbamoi,Mbamoi, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
495,Mbilla,NG002012007,Mbilla,Mayo-Belwa, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
496,Mbokura,NG008006009,Mbokura,Mboa Kura, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
497,Mbula,NG002001009,Mbula,Mbula Kuli, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
498,Mbullo,NG002008009,Mbullo,Mbulo, ,Jada,NG002008,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
499,Michika 1,NG002013006,Michika 1,Michika  I, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
500,Michika 2,NG002013007,Michika 2,Michika  II, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
501,Mijilu,NG002014007,Mijilu,Mijilu, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
502,Mintar,NG008024005,Mintar,Mintar, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
503,Miringa,NG008005008,Miringa,Miringa, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
504,Miye,NG008026010,Miye,Miye, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
505,Moda/Dlaka,NG002013009,Moda/Dlaka,Moda / Dlaka / Ghenjuwa, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
506,Modire,NG002005008,Modire,Modire/ Vinikilang, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
507,Moduri,NG008010009,Moduri,Moduri, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
508,Mofio,NG008024006,Mofio,Mofio, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
509,Moholo,NG008015007,Moholo,Moholo, ,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
510,Monguno,NG008024007,Monguno,Monguno, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
511,Mozogun,NG036016007,Mozogun,Mozogun/Kujari, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
512,Mubi Fussami,NG036004006,Mubi Fussami,Mubi / Fusami / Garin Wayo, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
513,Muchalla,NG002014008,Muchalla,Muchalla, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
514,Mugulbu,NG002015007,Mugulbu,Mugulbu/ Yadafa, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
515,Muguram,NG036009009,Muguram,Muguram, ,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
516,Mujara,NG002015008,Mujara,Mujara, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
517,Mujigine,NG008019011,Mujigine,Mujigine, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
518,Mulgo Kopchi,NG008007008,Mulgo Kopchi,Mulgwai / Kopchi, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
519,Muliye,NG008008007,Muliye,Muliye / Jemuri, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
520,Munkavachitta,NG002013010,Munkavachitta,Munkavicita, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
521,Murfakalam,NG036003008,Murfakalam,Murfa Kalam, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
522,Mussa,NG008002007,Mussa,Mussa, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
523,Musune,NG008022010,Musune,Musune, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
524,Mutai,NG036007008,Mutai,Mutai, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
525,Muwalli,NG008022009,Muwalli,Mawulli, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
526,Namtari,NG002021008,Namtari,Namtari, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
527,Nangere,NG036012009,Nangere,Nangere, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
528,Nassarawo,NG002015009,Nassarawo,Nassarawo, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
529,Nassarawo,NG002020009,Nassarawo,Nassarawo, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
530,Nassarawo Demsa,NG002001010,Nassarawo Demsa,Nassarawo Demsa, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
531,Nayinawa,NG036003009,Nayinawa,Nayinawa, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
532,Ndikong,NG002012009,Ndikong,Ndikong, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
533,Ndufu,NG008025005,Ndufu,Ndufu, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
534,Nduku,NG002015010,Nduku,Nduku, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
535,Ngala,NG008025006,Ngala,Ngala Ward, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
536,Ngalda,NG036004007,Ngalda,Ngalda/Dumbulwa, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
537,Ngamdu,NG008014011,Ngamdu,Ngamdu, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
538,Ngamma,NG008020012,Ngamma,Ngamma, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
539,Ngarbi,NG036013009,Ngarbi,Garbi/Bambori, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
540,Ngbakawo,NG002009006,Ngbakawo,Mgbebongun, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
541,Ngbebogun,NG002009005,Ngbebogun,Ngbakowo, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
542,Ngelzarma A,NG036005012,Ngelzarma A,Fune/Ngelzarma/Milbiyar/Lawan Kalam, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
543,Ngelzarma B,NG036005013,Ngelzarma B,Abakire / Ngenlshengele / Shamka, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
544,Ngetra,NG008009009,Ngetra,Ngetra, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
545,Nglaiwa,NG036013010,Nglaiwa,Nglaiwa, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
546,Ngohi,NG008002008,Ngohi,Ngohi, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
547,Ngojin,NG036014009,Ngojin,Ngojin/Alaraba, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
548,Ngoshe,NG008011012,Ngoshe,Ngoshe, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
549,Ngubala Bamma,NG008020013,Ngubala Bamma,Ngubala, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
550,Ngudoram,NG008008008,Ngudoram,Ngudoram, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
551,Ngulde,NG008002009,Ngulde,Ngulde, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
552,Ngurbuwa,NG036007009,Ngurbuwa,Ngurbuwa, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
553,Ngurno,NG008024008,Ngurno,Ngurno, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
554,Ngurore,NG002021009,Ngurore,Ngurore, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
555,Ngurthlavu Kopa,NG008002005,Ngurthlavu Kopa,Kopa / Multhafu, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
556,Ninkisi/Wuro Ngiki,NG002013008,Ninkisi/Wuro Ngiki,Minkisi/ Wuro Ngiki, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
557,Njibulwa,NG036008010,Njibulwa,Njibulwa, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
558,Njine,NG008022012,Njine,Njine, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
559,Njiwaji Gwange,NG036003010,Njiwaji Gwange,Njiwaji/Gwange, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
560,Numan 1,NG002016006,Numan 1,Numan I, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
561,Numan 2,NG002016007,Numan 2,Numan III, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
562,Numan 3,NG002016008,Numan 3,Numan III, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
563,Nyibago,NG002008010,Nyibago,Nyibango, ,Jada,NG002008,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
564,Nzuda Wuyaram,NG008007009,Nzuda Wuyaram,Nguda / Wuyaram, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
565,Old Maiduguri,NG008013011,Old Maiduguri,Old Maiduguri, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
566,Opalo,NG002009007,Opalo,Opalo, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
567,Pakka,NG002011007,Pakka,Pakka, ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
568,Pallam,NG002010007,Pallam,Pallam, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
569,Pama Whitambaya,NG008012009,Pama Whitambaya,Pama/Whitambaya, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
570,Pariya,NG002002007,Pariya,Pariya, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
571,Pemi,NG008006010,Pemi,Pemi, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
572,Peta,NG008018007,Peta,Peta, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
573,Puba Vidau,NG008012010,Puba Vidau,Puba/Vidau/Lokoja, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
574,Pulka Bokko,NG008011013,Pulka Bokko,Pulka/Bokko, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
575,Purakayo,NG002006010,Purakayo,Purokayo, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
576,Rann,NG008015008,Rann,"Rann  ""A""", ,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
577,Ribadu,NG002002008,Ribadu,Ribadu, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
578,Ribadu,NG002012010,Ribadu,Ribadu, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
579,Rigange,NG002009008,Rigange,Rigange, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
580,Ruhu,NG036008011,Ruhu,Ruhu, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
581,Rumde,NG002020010,Rumde,Rumde, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
582,Rumirgu Chul,NG008002002,Rumirgu Chul,Chul / Rumirgo, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
583,Sabon Gari,NG036001007,Sabon Gari,Lawan Audu/Lawan Al - Wali, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
584,Sabon Layi,NG002014009,Sabon Layi,Sabon Layi, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
585,Sabon Pegi,NG002016009,Sabon Pegi,Sabon Pegi, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
586,Sabsabuwa,NG008026011,Sabsabuwa,Sabsabuwa, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
587,Sakwa Hema,NG008012011,Sakwa Hema,Sakwa/Hema, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
588,Sangassumi,NG002003007,Sangassumi,Sangasumi, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
589,Sarkin Hausawa,NG036001008,Sarkin Hausawa,Sarkin Hausawa, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
590,Sasawa Kabaru,NG036003011,Sasawa Kabaru,Sasawa/Kabaru, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
591,Shaffa,NG008012012,Shaffa,Shaffa, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
592,Shangui,NG002007010,Shangui,Shangui, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
593,Shani,NG008027010,Shani,Shani, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
594,Shehuri,NG008003011,Shehuri,Shehuri / Hausari / Mairi, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
595,Shehuri,NG008025009,Shehuri,Tunokalia, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
596,Shehuri North,NG008021014,Shehuri North,Shehuri North, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
597,Shehuri South,NG008021015,Shehuri South,Shehuri South, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
598,Shekau,NG036015009,Shekau,Shekau, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
599,Shelleng,NG002017009,Shelleng,Shelleng, ,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
