OBJECTID,admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
288,Tiraque,BO031601,NA,NA,NA,Tiraque,BO0316,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
289,Tito Yupanqui,BO021703,NA,NA,NA,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
290,Toco,BO030802,NA,NA,NA,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
291,Todos Santos,BO041502,NA,NA,NA,Mejillones,BO0415,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
292,Tolata,BO030803,NA,NA,NA,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
293,Toledo,BO041001,NA,NA,NA,Saucarí,BO0410,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
294,Tomave,BO051202,NA,NA,NA,Antonio Quijarro,BO0512,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
295,Tomina,BO010402,NA,NA,NA,Tomina,BO0104,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
296,Toro Toro,BO050502,NA,NA,NA,Chárcas,BO0505,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
297,Totora,BO031201,NA,NA,NA,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
298,Totora,BO041301,NA,NA,NA,San Pedro de Totora,BO0413,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
299,Trigal,BO070802,NA,NA,NA,Vallegrande,BO0708,Santa Cruz,BO07,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
300,Trinidad,BO080101,NA,NA,NA,Cercado,BO0801,Beni,BO08,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
301,Tupiza,BO050801,NA,NA,NA,Sur Chichas,BO0508,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
302,Turco,BO040402,NA,NA,NA,Sajama,BO0404,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
303,Umala,BO021302,NA,NA,NA,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
304,Uncía,BO050201,Uncia,NA,NA,Rafael Bustillo,BO0502,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
305,Uriondo,BO060401,NA,NA,NA,Avilés,BO0604,Tarija,BO06,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
306,Urmiri,BO050104,NA,NA,NA,Tomás Frías,BO0501,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
307,Urubicha,BO071502,NA,NA,NA,Guarayos,BO0715,Santa Cruz,BO07,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
308,Uyuni,BO051201,NA,NA,NA,Antonio Quijarro,BO0512,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
309,Vacas,BO030502,NA,NA,NA,Arani,BO0305,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
310,Vallegrande,BO070801,NA,NA,NA,Vallegrande,BO0708,Santa Cruz,BO07,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
311,Viacha,BO020801,NA,NA,NA,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
312,Vila Vila,BO031302,NA,NA,NA,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
313,Villa Abecia,BO010901,NA,NA,NA,Sur Cinti,BO0109,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
314,Villa Ancoraimes,BO020202,NA,NA,NA,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
315,Villa Charcas,BO010704,NA,NA,NA,Nor Cinti,BO0107,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
316,Villa Gualberto Villarroel,BO031405,NA,NA,NA,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
317,Villa Libertad Licoma,BO021006,NA,NA,NA,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
318,Villa Montes,BO060303,NA,NA,NA,Gran Chaco,BO0603,Tarija,BO06,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
319,Villa Nueva,BO090502,NA,NA,NA,Federico Román,BO0905,Pando,BO09,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
320,Villa Ricardo Mugia - Icla,BO010304,NA,NA,NA,Zudáñez,BO0103,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
321,Villa Rivero,BO031402,NA,NA,NA,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
322,Villa Serrano,BO010801,NA,NA,NA,Belisario Boeto,BO0108,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
323,Villa Tunari,BO031003,NA,NA,NA,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
324,Villa Vaca Guzmán,BO011001,Villa Vaca Guzman,NA,NA,Luis Calvo,BO0110,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
325,Villazón,BO051501,Villazon,NA,NA,Modesto Omiste,BO0515,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
326,Vinto,BO030904,NA,NA,NA,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
327,Vitiche,BO050602,NA,NA,NA,Nor Chichas,BO0506,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
328,Waldo Ballivian,BO020306,NA,NA,NA,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
329,Warnes,BO070201,NA,NA,NA,Warnes,BO0702,Santa Cruz,BO07,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
330,Yaco,BO020903,NA,NA,NA,Loayza,BO0209,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
331,Yacuiba,BO060301,NA,NA,NA,Gran Chaco,BO0603,Tarija,BO06,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
332,Yamparáez,BO010602,Yamparaez,NA,NA,Yamparáez,BO0106,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
333,Yanacachi,BO021103,NA,NA,NA,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
334,Yapacaní,BO070403,Yapacani,NA,NA,Ichilo,BO0704,Santa Cruz,BO07,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
335,Yocalla,BO050103,NA,NA,NA,Tomás Frías,BO0501,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
336,Yotala,BO010102,NA,NA,NA,Oropeza,BO0101,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
337,Yunchará,BO060402,Yunchara,NA,NA,Avilés,BO0604,Tarija,BO06,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
338,Yunguyo del Litoral,BO040504,NA,NA,NA,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
339,Zudañez,BO010301,Zudanez,NA,NA,Zudáñez,BO0103,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,1523923200000,1589414400000,NA
