OBJECTID,admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
475,Kara-Suu,Кара-Суйский,Кара-Суу,KG07232861000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
476,Kara-Suu,Кара-Суйский,Кара-Суу,KG08209812000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
477,Kara-Suu (city),Кара-Суу,Кара-Суу,KG06226600010,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
478,Kara-Tash,Кара-Ташский,Кара-Таш,KG06242812000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
479,Kara-Tash,Кара-Ташский,Кара-Таш,KG06255830000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
480,Karaguz,Карагузский,Карагуз,KG06246816000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
481,Karakol,Караколский,Каракол,KG02205813000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
482,Karasaev,Карасаевский,Карасаев,KG02225883000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
483,Kargalyk,Каргалыкский,Каргалык,KG03223812000,NA,NA,NA,NA,NA,NA,NA,Toguz-Toro,Тогуз-Тороуский,Тогуз-Торо,KG03223000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
484,Karool,Кароолский,Кароол,KG06255832000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
485,Kashgar-Kyshtak,Кашгар-Кыштакский,Кашгар-Кыштак,KG06226816000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
486,Kashka-Jol,Кашка-Жолский,Кашка-Жол,KG06246861000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
487,Kashka-Suu,Кашка-Сууский,Кашка-Суу,KG03211836000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
488,Kashka-Suu,Кашка-Сууский,Кашка-Суу,KG06259824000,NA,NA,NA,NA,NA,NA,NA,Chon-Alai,Чон-Алайский,Чоӊ-Алай,KG06259000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
489,Katran,Катранский,Катраң,KG05236818000,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
490,Katta-Taldyk,Катта-Талдыкский,Катта-Талдык,KG06226812000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
491,Kaynazarovoy,им. Кайназаровой,Кайназарова атындагы,KG08222872000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
492,Kazan-Kuygan,Казан-Куйганский,Казан-Куйган,KG04245825000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
493,Kazybek,Казыбекский,Казыбек,KG04220830000,NA,NA,NA,NA,NA,NA,NA,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
494,Kegart,Кегартский,Көк-Арт,KG03220834000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
495,Kegeti,Кегетинский,Кегети,KG08223820000,NA,NA,NA,NA,NA,NA,NA,Chui,Чуйский,Чүй,KG08223000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
496,Kek-Djar,Кек-Джарский,Көк-Жар,KG04210830000,NA,NA,NA,NA,NA,NA,NA,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
497,Kek-Djar,Кек-Джарский,Көк-Жар,KG08203828000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
498,Kek-Moynok,Кек-Мойнокский,Көк-Мойнок,KG02220807000,NA,NA,NA,NA,NA,NA,NA,Ton,Тонский,Тоӊ,KG02220000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
499,Kek-Oy,Кек-Ойский,Көк-Ой,KG04230815000,NA,NA,NA,NA,NA,NA,NA,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
500,Kek-Oyrok,Кек-Ойрокский,Көк-Ойрок,KG08213823000,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
501,Kek-Say,Кек-Сайский,Көк-Сай,KG07215821000,NA,NA,NA,NA,NA,NA,NA,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
502,Kek-Serek,Кек-Серекский,Көк-Серек,KG03204827000,NA,NA,NA,NA,NA,NA,NA,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
503,Kek-Tash,Кек-Таш,Көк-Таш,KG03204856000,NA,NA,NA,NA,NA,NA,NA,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
504,Kek-Tash,Кек-Таш,Көк-Таш,KG03430510010,NA,NA,NA,NA,NA,NA,NA,Mailuu-Suu (city),г.Майлуу-Суу,Майлуу-Суу ш.,KG03430000010,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
505,Kel-Ter,Кель-Терский,Көл-Төр,KG02220806000,NA,NA,NA,NA,NA,NA,NA,Ton,Тонский,Тоӊ,KG02220000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
506,Keldyuk,Кельдюкский,Көлдүк,KG06255840000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
507,Kemin (city),Кемин,Кемин,KG08213600020,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
508,Ken-Aral,Кен-Аралский,Кең-Арал,KG07220828000,NA,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
509,Ken-Bulun,Кен-Булунский,Кең-Булуң,KG08206820000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
510,Kenesh,Кенешский,Кеңеш,KG03207859000,NA,NA,NA,NA,NA,NA,NA,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
511,Kenesh,Кенешский,Кеңеш,KG06242825000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
512,Kerben (city),Кербен,Кербен,KG03211610010,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
513,Kerege-Tash,Кереге-Ташский,Кереге-Таш,KG02205818000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
514,Kerme-Too,Керме-Тооский,Керме-Тоо,KG06211815000,NA,NA,NA,NA,NA,NA,NA,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
