OBJECTID,admin3Name_en,admin3Name_fr,admin3Name_ht,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_fr,admin3AltName2_fr,admin3AltName1_ht,admin3AltName2_ht,admin2Name_en,admin2Name_fr,admin2Name_ht,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Name_ht,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Name_ht,admin0Pcode,date,validOn,validTo
106,1re Section la Source,1re Section la Source, ,HT0152-02,NA,NA,NA,NA,NA,NA,NA,Pointe a Raquette,Pointe à Raquette, ,HT0152,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
107,1re Section La Vallee de Jacmel ou Muzac,1re Section La Vallee de Jacmel ou Muzac, ,HT0214-01,NA,NA,NA,NA,NA,NA,NA,La Vallee,La Vallée, ,HT0214,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
108,1re Section Lacoma,1re Section Lacoma, ,HT0934-01,NA,NA,NA,NA,NA,NA,NA,Jean Rabel,Jean Rabel, ,HT0934,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
109,1re Section Lazarre,1re Section Lazarre, ,HT0723-01,NA,NA,NA,NA,NA,NA,NA,Arniquet,Arniquet, ,HT0723,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
110,1re Section Levy Mersan,1re Section Levy Mersan, ,HT0714-01,NA,NA,NA,NA,NA,NA,NA,Camp-Perrin,Camp-Perrin, ,HT0714,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
111,1re Section Liancourt,1re Section Liancourt, ,HT0532-01,NA,NA,NA,NA,NA,NA,NA,Verrettes,Verrettes, ,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
112,1re Section Macean,1re Section Macéan, ,HT0731-01,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
113,1re Section Maniche,1re Section Maniche, ,HT0715-01,NA,NA,NA,NA,NA,NA,NA,Maniche,Maniche, ,HT0715,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
114,1re Section Margot,1re Section Margot, ,HT0351-01,NA,NA,NA,NA,NA,NA,NA,Borgne,Borgne, ,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
115,1re Section Martineau,1re Section Martineau, ,HT0533-01,NA,NA,NA,NA,NA,NA,NA,La Chapelle,La Chapelle, ,HT0533,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
116,1re Section Matador (Jorgue),1re Section Matador (Jorgue), ,HT0823-01,NA,NA,NA,NA,NA,NA,NA,Les Irois,Les Irois, ,HT0823,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
117,1re Section Matelgate,1re Section Matelgate, ,HT0642-01,NA,NA,NA,NA,NA,NA,NA,Thomassique,Thomassique, ,HT0642,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
118,1re Section Montagne Noire,1re Section Montagne Noire, ,HT0114-01,NA,NA,NA,NA,NA,NA,NA,Petion-Ville,Pétion-Ville, ,HT0114,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
119,1re Section Morne a Bateau,1re Section Morne à Bateau, ,HT0116-01,NA,NA,NA,NA,NA,NA,NA,Gressier,Gressier, ,HT0116,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
120,1re Section Morne Chandelle,1re Section Morne Chandelle, ,HT0113-01,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
121,1re Section Morne Rouge,1re Section Morne Rouge, ,HT0322-01,NA,NA,NA,NA,NA,NA,NA,Plaine du Nord,Plaine du Nord, ,HT0322,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
122,1re Section Nouvelle Touraine,1re Section Nouvelle Touraine, ,HT0115-01,NA,NA,NA,NA,NA,NA,NA,Kenscoff,Kenscoff, ,HT0115,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
123,1re Section Palma,1re Section Palma, ,HT0151-01,NA,NA,NA,NA,NA,NA,NA,Anse a Galets,Anse à Galets, ,HT0151,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
124,1re Section Paricot,1re Section Paricot, ,HT0742-01,NA,NA,NA,NA,NA,NA,NA,Port-a-Piment,Port-à-Piment, ,HT0742,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
125,1re Section Perches-de-Bonnet,1re Section Perches-de-Bonnet, ,HT0323-01,NA,NA,NA,NA,NA,NA,NA,Milot,Milot, ,HT0323,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
126,1re Section Petit Fond,1re Section Petit Fond, ,HT0631-01,NA,NA,NA,NA,NA,NA,NA,Lascahobas,Lascahobas, ,HT0631,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
127,1re Section Petite Montagne,1re Section Petite Montagne, ,HT0623-01,NA,NA,NA,NA,NA,NA,NA,Boucan Carre,Boucan Carré, ,HT0623,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
128,1re Section Plaine Celeste,"1re Section Plaine Céleste
1re  Section Plaine C", ,HT0134-01,NA,NA,NA,NA,NA,NA,NA,Cornillon / Grand Bois,Cornillon / Grand Bois, ,HT0134,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
129,1re Section Plaisance du Sud (ou ti François),1re Section Plaisance du Sud (ou ti François), ,HT1025-01,1re Section Plaisance du Sud (ou ti Francois),NA,NA,NA,NA,NA,NA,Plaisance du Sud,Plaisance du Sud, ,HT1025,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
130,1re Section Platana,1re Section Platana, ,HT0551-01,NA,NA,NA,NA,NA,NA,NA,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
131,1re Section Plate Forme,1re Section Plate Forme, ,HT0933-01,NA,NA,NA,NA,NA,NA,NA,Bombardopolis,Bombardopolis, ,HT0933,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
132,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux, ,HT0912-01,NA,NA,NA,NA,NA,NA,NA,La Tortue,La Tortue, ,HT0912,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
133,1re Section Pont Tamarin,1re Section Pont Tamarin, ,HT0511-01,NA,NA,NA,NA,NA,NA,NA,Gonaives,Gonaïves, ,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
134,1re Section Poteneau,1re Section Poteneau, ,HT0543-01,NA,NA,NA,NA,NA,NA,NA,Grande Saline,Grande Saline, ,HT0543,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
135,1re Section Randel,1re Section Randel, ,HT0751-01,NA,NA,NA,NA,NA,NA,NA,Chardonnieres,Chardonnières, ,HT0751,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
136,1re Section Rang,1re Section Rang, ,HT0614-01,NA,NA,NA,NA,NA,NA,NA,Cerca Carvajal,Cerca Carvajal, ,HT0614,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
137,1re Section Ravine Normande,1re Section Ravine Normande, ,HT0213-01,NA,NA,NA,NA,NA,NA,NA,Cayes-Jacmel,Cayes-Jacmel, ,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
138,1re Section Raymond,1re Section Raymond, ,HT1022-01,NA,NA,NA,NA,NA,NA,NA,Petit Trou de Nippes,Petit Trou de Nippes, ,HT1022,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
139,1re Section Renthe Mathe,1re Section Renthe Mathe, ,HT0632-01,NA,NA,NA,NA,NA,NA,NA,Belladere,Belladère, ,HT0632,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
140,1re Section Riviere des Negres,1re Section Rivière des Nègres, ,HT0921-01,NA,NA,NA,NA,NA,NA,NA,Saint-Louis du Nord,Saint-Louis du Nord, ,HT0921,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
141,1re Section Salagnac,1re Section Salagnac, ,HT1014-01,NA,NA,NA,NA,NA,NA,NA,Paillant,Paillant, ,HT1014,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
142,1re Section Sans Souci,1re Section Sans Souci, ,HT0443-01,NA,NA,NA,NA,NA,NA,NA,Mombin Crochu,Mombin Crochu, ,HT0443,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
143,1re Section Savane Carree,1re Section Savane Carree, ,HT0512-01,NA,NA,NA,NA,NA,NA,NA,Ennery,Ennery, ,HT0512,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
144,1re Section Savane Grande,1re Section Savane Grande, ,HT0612-01,NA,NA,NA,NA,NA,NA,NA,Maissade,Maïssade, ,HT0612,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
145,1re Section Savanette,1re Section Savanette, ,HT0423-01,NA,NA,NA,NA,NA,NA,NA,Mont-Organise,Mont-Organisé, ,HT0423,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
146,1re Section Savannette,1re Section Savannette, ,HT0344-01,NA,NA,NA,NA,NA,NA,NA,Pignon,Pignon, ,HT0344,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
147,1re Section St Martin,1re Section St Martin, ,HT0112-01,NA,NA,NA,NA,NA,NA,NA,Delmas,Delmas, ,HT0112,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
148,1re Section Tapion,1re Section Tapion, ,HT0722-01,NA,NA,NA,NA,NA,NA,NA,Saint Jean du Sud,Saint Jean du Sud, ,HT0722,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
149,1re Section Tete-a-Boeuf,1re Section Tête-à-Boeuf, ,HT0123-01,NA,NA,NA,NA,NA,NA,NA,Grand-Goave,Grand-Goâve, ,HT0123,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
150,1re Section Thiotte,1re Section Thiotte, ,HT0233-01,NA,NA,NA,NA,NA,NA,NA,Thiotte,Thiotte, ,HT0233,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
151,1re Section Trois Palmistes,1re Section Trois Palmistes, ,HT0441-01,NA,NA,NA,NA,NA,NA,NA,Vallieres,Vallières, ,HT0441,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
152,1re Section Turgeau,1re Section Turgeau, ,HT0111-01,NA,NA,NA,NA,NA,NA,NA,Port-au-Prince,Port-au-Prince, ,HT0111,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
153,1re Section Verone,1re Section Verone, ,HT0752-01,NA,NA,NA,NA,NA,NA,NA,Les Anglais,Les Anglais, ,HT0752,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
154,1re Section Villars,1re Section Villars, ,HT0541-01,NA,NA,NA,NA,NA,NA,NA,Dessalines,Dessalines, ,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
155,2e Section Acaj ou Brûle No 1,2e Section Acaj ou Brûle No 1, ,HT0641-02,2e Section Acaj ou Brule No 1,NA,NA,NA,NA,NA,NA,Cerca La Source,Cerca La Source, ,HT0641,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
156,2e Section Acul des Pins,2e Section Acul des Pins, ,HT0421-02,NA,NA,NA,NA,NA,NA,NA,Ouanaminthe,Ouanaminthe, ,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
157,2e Section Anse a Drick,2e Section Anse à Drick, ,HT0723-02,NA,NA,NA,NA,NA,NA,NA,Arniquet,Arniquet, ,HT0723,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
158,2e Section Anse aux Pins,2e Section Anse aux Pins, ,HT1025-02,NA,NA,NA,NA,NA,NA,NA,Plaisance du Sud,Plaisance du Sud, ,HT1025,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
159,2e Section Aux Cadets,2e Section Aux Cadets, ,HT0114-02,NA,NA,NA,NA,NA,NA,NA,Petion-Ville,Pétion-Ville, ,HT0114,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
160,2e Section Baie Dumesle,2e Section Baie Dumesle, ,HT0732-02,NA,NA,NA,NA,NA,NA,NA,Saint Louis du Sud,Saint Louis du Sud, ,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
161,2e Section Bailly ou Bailla,2e Section Bailly ou Bailla, ,HT0332-02,NA,NA,NA,NA,NA,NA,NA,Bahon,Bahon, ,HT0332,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
162,2e Section Balais,2e Section Balais, ,HT0742-02,NA,NA,NA,NA,NA,NA,NA,Port-a-Piment,Port-à-Piment, ,HT0742,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
163,2e Section Balan,2e Section Balan, ,HT0133-02,NA,NA,NA,NA,NA,NA,NA,Ganthier,Ganthier, ,HT0133,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
164,2e Section Balisiers,2e Section Balisiers, ,HT0812-02,NA,NA,NA,NA,NA,NA,NA,Abricots,Abricots, ,HT0812,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
165,2e Section Baquet,2e Section Baquet, ,HT1024-02,NA,NA,NA,NA,NA,NA,NA,Arnaud,Arnaud, ,HT1024,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
166,2e Section Bas Coursin II,2e Section Bas Coursin II, ,HT0542-02,NA,NA,NA,NA,NA,NA,NA,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
167,2e Section Bas de l'Acul (Basse Plaine),2e Section Bas de l'Acul (Basse Plaine), ,HT0321-02,2e Section Bas de lAcul (Basse Plaine),NA,NA,NA,NA,NA,NA,Acul du Nord,Acul du Nord, ,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
168,2e Section Bas des Perches,2e Section Bas des Perches, ,HT0413-02,NA,NA,NA,NA,NA,NA,NA,Perches,Perches, ,HT0413,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
169,2e Section Bas Petit Borgne,2e Section Bas Petit Borgne, ,HT0352-02,NA,NA,NA,NA,NA,NA,NA,Port-Margot,Port-Margot, ,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
170,2e Section Basse Plaine,2e Section Basse Plaine, ,HT0322-02,NA,NA,NA,NA,NA,NA,NA,Plaine du Nord,Plaine du Nord, ,HT0322,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
171,2e Section Bassin,2e Section Bassin, ,HT0511-02,NA,NA,NA,NA,NA,NA,NA,Gonaives,Gonaïves, ,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
172,2e Section Bassin Caiman,2e Section Bassin Caïman, ,HT0342-02,NA,NA,NA,NA,NA,NA,NA,Dondon,Dondon, ,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
173,2e Section Bassin ou Billier,2e Section Bassin ou Billier, ,HT0552-02,NA,NA,NA,NA,NA,NA,NA,Marmelade,Marmelade, ,HT0552,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
174,2e Section Baudin,2e Section Baudin, ,HT0372-02,NA,NA,NA,NA,NA,NA,NA,Pilate,Pilate, ,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
175,2e Section Bayaha,2e Section Bayaha, ,HT0411-02,NA,NA,NA,NA,NA,NA,NA,Fort-Liberte,Fort-Liberté, ,HT0411,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
176,2e Section Belair,2e Section Belair, ,HT0823-02,NA,NA,NA,NA,NA,NA,NA,Les Irois,Les Irois, ,HT0823,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
177,2e Section Belanger,2e Section Belanger, ,HT0532-02,NA,NA,NA,NA,NA,NA,NA,Verrettes,Verrettes, ,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
178,2e Section Belle Riviere,2e Section Belle Rivière, ,HT1011-02,NA,NA,NA,NA,NA,NA,NA,Miragoane,Miragoâne, ,HT1011,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
179,2e Section Bellevue,2e Section Bellevue, ,HT0731-02,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
180,2e Section Berault,2e Section Berault, ,HT0712-02,NA,NA,NA,NA,NA,NA,NA,Torbeck,Torbeck, ,HT0712,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
181,2e Section Bezin II,2e Section Bezin II, ,HT1014-02,NA,NA,NA,NA,NA,NA,NA,Paillant,Paillant, ,HT1014,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
182,2e Section Bois Blanc,2e Section Bois Blanc, ,HT0432-02,NA,NA,NA,NA,NA,NA,NA,Sainte Suzanne,Sainte Suzanne, ,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
183,2e Section Bois d'Orme,2e Section Bois d'Orme, ,HT0234-02,2e Section Bois dOrme,NA,NA,NA,NA,NA,NA,Anse-a-Pitre,Anse-à-Pître, ,HT0234,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
184,2e Section Bois de Lance,2e Section Bois de Lance, ,HT0313-02,NA,NA,NA,NA,NA,NA,NA,Limonade,Limonade, ,HT0313,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
185,2e Section Bois de Lance,2e Section Bois de Lance, ,HT0343-02,NA,NA,NA,NA,NA,NA,NA,Ranquitte,Ranquitte, ,HT0343,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
186,2e Section Bois Laurence,2e Section Bois Laurence, ,HT0443-02,NA,NA,NA,NA,NA,NA,NA,Mombin Crochu,Mombin Crochu, ,HT0443,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
187,2e Section Bois Neuf,2e Section Bois Neuf, ,HT0522-02,NA,NA,NA,NA,NA,NA,NA,Terre Neuve,Terre Neuve, ,HT0522,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
188,2e Section Bois Neuf,2e Section Bois Neuf, ,HT0531-02,NA,NA,NA,NA,NA,NA,NA,Saint-Marc,Saint-Marc, ,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
189,2e Section Bois Poux,2e Section Bois Poux, ,HT0423-02,NA,NA,NA,NA,NA,NA,NA,Mont-Organise,Mont-Organisé, ,HT0423,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
190,2e Section Bongars,2e Section Bongars, ,HT0115-02,NA,NA,NA,NA,NA,NA,NA,Kenscoff,Kenscoff, ,HT0115,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
191,2e Section Bonnet a l'Eveque,2e Section Bonnet à l'Evêque, ,HT0323-02,2e Section Bonnet a lEveque,NA,NA,NA,NA,NA,NA,Milot,Milot, ,HT0323,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
192,2e Section Bossous,2e Section Bossous, ,HT0533-02,NA,NA,NA,NA,NA,NA,NA,La Chapelle,La Chapelle, ,HT0533,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
193,2e Section Boucan,2e Section Boucan, ,HT0815-02,NA,NA,NA,NA,NA,NA,NA,Chambellan,Chambellan, ,HT0815,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
194,2e Section Boucan Carre,2e Section Boucan Carre, ,HT0623-02,NA,NA,NA,NA,NA,NA,NA,Boucan Carre,Boucan Carré, ,HT0623,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
195,2e Section Boucan Michel,2e Section Boucan Michel, ,HT0351-02,NA,NA,NA,NA,NA,NA,NA,Borgne,Borgne, ,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
196,2e Section Boucassin,2e Section Boucassin, ,HT0142-02,NA,NA,NA,NA,NA,NA,NA,Cabaret,Cabaret, ,HT0142,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
197,2e Section Boudon,2e Section Boudon, ,HT0821-02,NA,NA,NA,NA,NA,NA,NA,Anse d'Hainault,Anse d'Hainault, ,HT0821,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
198,2e Section Camathe,2e Section Camathe, ,HT0551-02,NA,NA,NA,NA,NA,NA,NA,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
199,2e Section Carreau Datty,2e Section Carreau Datty, ,HT0913-02,NA,NA,NA,NA,NA,NA,NA,Bassin Bleu,Bassin Bleu, ,HT0913,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
200,2e Section Chabotte,2e Section Chabotte, ,HT0361-02,NA,NA,NA,NA,NA,NA,NA,Limbe,Limbé, ,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
201,2e Section Champagne,2e Section Champagne, ,HT0371-02,NA,NA,NA,NA,NA,NA,NA,Plaisance,Plaisance, ,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
202,2e Section Champlois,2e Section Champlois, ,HT0714-02,NA,NA,NA,NA,NA,NA,NA,Camp-Perrin,Camp-Perrin, ,HT0714,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
203,2e Section Changeux (Quartier de Changeux),2e Section Changeux (Quartier de Changeux), ,HT1023-02,NA,NA,NA,NA,NA,NA,NA,L'Asile,L'Asile, ,HT1023,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
204,2e Section Chardonnette,"2e Section Chardonnette
", ,HT0833-02,NA,NA,NA,NA,NA,NA,NA,Beaumont,Beaumont, ,HT0833,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
205,2e Section Cholette,2e Section Cholette, ,HT1012-02,NA,NA,NA,NA,NA,NA,NA,Petite Riviere de Nippes,Petite Rivière de Nippes, ,HT1012,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
206,2e Section Dallier,2e Section Dallier, ,HT0822-02,NA,NA,NA,NA,NA,NA,NA,Dame Marie,Dame Marie, ,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
207,2e Section Debouchette,2e Section Debouchette, ,HT0722-02,NA,NA,NA,NA,NA,NA,NA,Saint Jean du Sud,Saint Jean du Sud, ,HT0722,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
208,2e Section Dejoie,2e Section Dejoie, ,HT0751-02,NA,NA,NA,NA,NA,NA,NA,Chardonnieres,Chardonnières, ,HT0751,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
209,2e Section Delatre,2e Section Delatre, ,HT0122-02,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
210,2e Section Derourvay,2e Section Derourvay, ,HT0921-02,NA,NA,NA,NA,NA,NA,NA,Saint-Louis du Nord,Saint-Louis du Nord, ,HT0921,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
211,2e Section des Forges,2e Section des Forges, ,HT0933-02,NA,NA,NA,NA,NA,NA,NA,Bombardopolis,Bombardopolis, ,HT0933,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
