OBJECTID,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
18,Mpongwe,ZM2008,NA,NA,NA,Copperbelt,ZM20,Zambia,ZM,1578009600000,1606176000000,NA
19,Mufulira,ZM2009,NA,NA,NA,Copperbelt,ZM20,Zambia,ZM,1578009600000,1606176000000,NA
20,Ndola,ZM2010,NA,NA,NA,Copperbelt,ZM20,Zambia,ZM,1578009600000,1606176000000,NA
21,Chadiza,ZM3001,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
22,Chasefu,ZM3002,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
23,Chipangali,ZM3009,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
24,Chipata,ZM3003,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
25,Kasenengwa,ZM3010,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
26,Katete,ZM3004,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
27,Lumezi,ZM3011,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
28,Lundazi,ZM3005,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
29,Mambwe,ZM3006,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
30,Nyimba,ZM3007,NA,NA,NA,Eastern,ZM30,Zambia,ZM,1578009600000,1606176000000,NA
