OBJECTID,admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
147,Adang Buom,ID5307050003,NA,NA,NA,Teluk Mutiara,ID5307050,Alor,ID5307,Nusa Tenggara Timur,ID53,Indonesia,ID,1576800000000,1585699200000,NA
148,Adang Jaya,ID6401060023,NA,NA,NA,Long Ikis,ID6401060,Paser,ID6401,Kalimantan Timur,ID64,Indonesia,ID,1576800000000,1585699200000,NA
149,Adar,ID8107013016,NA,NA,NA,Gorom Timur,ID8107013,Seram Bagian Timur,ID8107,Maluku,ID81,Indonesia,ID,1576800000000,1585699200000,NA
150,Adatongeng,ID7308022002,NA,NA,NA,Turikale,ID7308022,Maros,ID7308,Sulawesi Selatan,ID73,Indonesia,ID,1576800000000,1585699200000,NA
151,Adaut,ID8101043006,NA,NA,NA,Selaru,ID8101043,Maluku Tenggara Barat,ID8101,Maluku,ID81,Indonesia,ID,1576800000000,1585699200000,NA
152,Adauwo,ID9434040007,NA,NA,NA,Mapia Tengah,ID9434040,Dogiyai,ID9434,Papua,ID94,Indonesia,ID,1576800000000,1585699200000,NA
153,Adean,ID7211050005,NA,NA,NA,Banggai Tengah,ID7211050,Banggai Laut,ID7211,Sulawesi Tengah,ID72,Indonesia,ID,1576800000000,1585699200000,NA
154,Adi Jaya,ID1507013003,NA,NA,NA,Tebing Tinggi,ID1507013,Tanjung Jabung Barat,ID1507,Jambi,ID15,Indonesia,ID,1576800000000,1585699200000,NA
155,Adi Jaya,ID1805080006,NA,NA,NA,Terbanggi Besar,ID1805080,Lampung Tengah,ID1805,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
156,Adi Jaya,ID1807061010,NA,NA,NA,Negara Batin,ID1807061,Way Kanan,ID1807,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
157,Adi Karya Mulya,ID1811030007,NA,NA,NA,Panca Jaya,ID1811030,Mesuji,ID1811,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
158,Adi Luhur,ID1804060021,NA,NA,NA,Jabung,ID1804060,Lampung Timur,ID1804,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
159,Adi Luhur,ID1811030002,NA,NA,NA,Panca Jaya,ID1811030,Mesuji,ID1811,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
160,Adi Luwih,ID1810080010,NA,NA,NA,Adi Luwih,ID1810080,Pringsewu,ID1810,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
161,Adi Mulyo,ID1811030004,NA,NA,NA,Panca Jaya,ID1811030,Mesuji,ID1811,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
162,Adi Purwa,ID1507011007,NA,NA,NA,Merlung,ID1507011,Tanjung Jabung Barat,ID1507,Jambi,ID15,Indonesia,ID,1576800000000,1585699200000,NA
163,Adi Warno,ID1804020004,NA,NA,NA,Batanghari,ID1804020,Lampung Timur,ID1804,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
164,Adian Gupa,ID1210070013,NA,NA,NA,Siempat Nempu,ID1210070,Dairi,ID1210,Sumatera Utara,ID12,Indonesia,ID,1576800000000,1585699200000,NA
165,Adian Jior,ID1202050040,NA,NA,NA,Panyabungan,ID1202050,Mandailing Natal,ID1202,Sumatera Utara,ID12,Indonesia,ID,1576800000000,1585699200000,NA
166,Adian Nangka,ID1210070004,NA,NA,NA,Siempat Nempu,ID1210070,Dairi,ID1210,Sumatera Utara,ID12,Indonesia,ID,1576800000000,1585699200000,NA
167,Adian Torop,ID1223040010,NA,NA,NA,Aek Natas,ID1223040,Labuhan Batu Utara,ID1223,Sumatera Utara,ID12,Indonesia,ID,1576800000000,1585699200000,NA
168,Adiankoting,ID1205040006,NA,NA,NA,Adiankoting,ID1205040,Tapanuli Utara,ID1205,Sumatera Utara,ID12,Indonesia,ID,1576800000000,1585699200000,NA
169,Adiarsa,ID3303141008,NA,NA,NA,Kertanegara,ID3303141,Purbalingga,ID3303,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
