OBJECTID,admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_en,admin0Name_es,admin0Pcode,date,validOn,validTo
187,Ciano,EC111051,NA,NA,NA,Puyango,EC1110,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
188,Cochapamba,EC050653,NA,NA,NA,Saquisili,EC0506,Cotopaxi,EC05,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
189,Cochapata,EC010451,NA,NA,NA,Nabon,EC0104,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
190,Cojimies,EC131751,NA,NA,NA,Pedernales,EC1317,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
191,Cojitambo,EC030151,NA,NA,NA,Azogues,EC0301,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
192,Colaisaca,EC110251,NA,NA,NA,Calvas,EC1102,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
193,Colimes,EC090550,NA,NA,NA,Colimes,EC0905,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
194,Colon Eloy del Maria,EC080262,NA,NA,NA,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
195,Colonche,EC240152,NA,NA,NA,Santa Elena,EC2401,Santa Elena,EC24,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
196,Columbe,EC060352,NA,NA,NA,Colta,EC0603,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
197,Compud,EC060552,NA,NA,NA,Chunchi,EC0605,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
198,Concepcion,EC040451,NA,NA,NA,Mira,EC0404,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
199,Concepcion,EC080556,NA,NA,NA,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
200,Conocoto,EC170156,NA,NA,NA,Quito,EC1701,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
201,Cononaco,EC220252,NA,NA,NA,Aguarico,EC2202,Orellana,EC22,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
202,Constantino Fernandez (Cab. en Cullitahua),EC180154,NA,NA,NA,Ambato,EC1801,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
203,Convento,EC130353,NA,NA,NA,Chone,EC1303,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
204,Copal,EC140551,NA,NA,NA,Santiago,EC1405,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
205,Cordoncillo,EC070352,NA,NA,NA,Atahualpa,EC0703,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
206,Coronel Marcelino Maridueña (San Carlos),EC092350,Coronel Marcelino Mariduena (San Carlos),NA,NA,Crnel. Marcelino Maridueña,EC0923,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
207,Cosanga,EC150751,NA,NA,NA,Quijos,EC1507,Napo,EC15,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
208,Cotacachi,EC100350,NA,NA,NA,Cotacachi,EC1003,Imbabura,EC10,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
209,Cotalo,EC180753,NA,NA,NA,San Pedro de Pelileo,EC1807,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
210,Cotogchoa,EC170551,NA,NA,NA,Rumiðahui,EC1705,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
211,Cotundo,EC150352,NA,NA,NA,Archidona,EC1503,Napo,EC15,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
212,Cristobal Colon,EC040551,NA,NA,NA,Montufar,EC0405,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
213,Crnel. Carlos Concha Torres (Cab. en Huele),EC080153,NA,NA,NA,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
214,Crnel. Lorenzo de Garaicoa (Pedregal),EC092251,NA,NA,NA,Simon Bolivar,EC0922,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
215,Crucita,EC130153,NA,NA,NA,Portoviejo,EC1301,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
216,Cruzpamba (Cab en Carlos Bustamante),EC110451,NA,NA,NA,Celica,EC1104,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
217,Cube,EC080451,NA,NA,NA,Quininde,EC0804,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
218,Cubijies,EC060153,NA,NA,NA,Riobamba,EC0601,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
219,Cuchaentza,EC140162,NA,NA,NA,Morona,EC1401,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
220,Cuchil (Cutchil),EC010951,NA,NA,NA,Sigsig,EC0109,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
221,Cuenca,EC010150,NA,NA,NA,Cuenca,EC0101,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
222,Cumanda,EC061050,NA,NA,NA,Cumanda,EC0610,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
223,Cumanda (Cab en Colonia Agricola Sevilla del Oro),EC140452,NA,NA,NA,Palora,EC1404,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
224,Cumbaratza,EC190151,NA,NA,NA,Zamora,EC1901,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
225,Cumbaya,EC170157,NA,NA,NA,Quito,EC1701,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
226,Cumbe,EC010152,NA,NA,NA,Cuenca,EC0101,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
227,Cunchibamba,EC180167,NA,NA,NA,Ambato,EC1801,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
228,Curaray,EC160451,NA,NA,NA,Arajuno,EC1604,Pastaza,EC16,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
229,Curtincapa,EC071151,NA,NA,NA,Portovelo,EC0711,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
230,Cusubamba,EC050552,NA,NA,NA,Salcedo,EC0505,Cotopaxi,EC05,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
231,Cutuglahua,EC170353,NA,NA,NA,Mejia,EC1703,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
232,Cuyabeno,EC210751,NA,NA,NA,Cuyabeno,EC2107,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
233,Cuyuja,EC150752,NA,NA,NA,Quijos,EC1507,Napo,EC15,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
234,Daniel Cordova Toral (El Oriente),EC010352,NA,NA,NA,Gualaceo,EC0103,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
235,Daule,EC080352,NA,NA,NA,Muisne,EC0803,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
236,Daule,EC090650,NA,NA,NA,Daule,EC0906,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
237,Dayuma,EC220151,NA,NA,NA,Orellana,EC2201,Orellana,EC22,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
238,Deleg,EC030650,NA,NA,NA,Deleg,EC0306,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
239,Diez de Agosto,EC160154,NA,NA,NA,Pastaza,EC1601,Pastaza,EC16,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
240,Doctor Miguel Egas Cabezas (Peguche),EC100451,NA,NA,NA,Otavalo,EC1004,Imbabura,EC10,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
241,Ducur,EC030363,NA,NA,NA,Cañar,EC0303,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
242,Dug Dug,EC010562,NA,NA,NA,Paute,EC0105,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
243,Dureno,EC210152,NA,NA,NA,Lago Agrio,EC2101,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
244,Echeandia,EC020450,NA,NA,NA,Echeandia,EC0204,Bolivar,EC02,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
245,El Airo,EC110656,NA,NA,NA,Espindola,EC1106,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
246,El Altar,EC060951,NA,NA,NA,Penipe,EC0609,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
247,El Anegado (Cab. en Eloy Alfaro),EC130652,NA,NA,NA,Jipijapa,EC1306,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
248,El Angel,EC040350,NA,NA,NA,Espejo,EC0403,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
249,El Arenal,EC111052,NA,NA,NA,Puyango,EC1110,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
250,El Cabo,EC010554,NA,NA,NA,Paute,EC0105,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
251,El Carmelo (El Pun),EC040151,NA,NA,NA,Tulcan,EC0401,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
252,El Carmen,EC130450,NA,NA,NA,El Carmen,EC1304,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
253,El Carmen de Pijili,EC011551,NA,NA,NA,Camilo Ponce Enriquez,EC0115,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
254,El Chaco,EC150450,NA,NA,NA,El Chaco,EC1504,Napo,EC15,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
255,El Chaupi,EC170354,NA,NA,NA,Mejia,EC1703,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
256,El Chical,EC040159,NA,NA,NA,Tulcan,EC0401,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
257,El Chorro,EC190252,NA,NA,NA,Chinchipe,EC1902,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
258,El Cisne,EC110153,NA,NA,NA,Loja,EC1101,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
259,El Corazon,EC050350,NA,NA,NA,Pangua,EC0503,Cotopaxi,EC05,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
260,El Dorado,EC220154,NA,NA,NA,Orellana,EC2201,Orellana,EC22,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
261,El Dorado de Cascales,EC210650,NA,NA,NA,Cascales,EC2106,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
262,El Eden,EC220155,NA,NA,NA,Orellana,EC2201,Orellana,EC22,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
263,El Eno,EC210155,NA,NA,NA,Lago Agrio,EC2101,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
264,El Esfuerzo,EC230156,NA,NA,NA,Santo Domingo,EC2301,Santo Domingo de los Tsachilas,EC23,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
265,El Goaltal,EC040351,NA,NA,NA,Espejo,EC0403,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
266,El Guabo,EC070650,NA,NA,NA,El Guabo,EC0706,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
267,El Guisme,EC190651,NA,NA,NA,El Pangui,EC1906,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
268,El Ideal,EC140258,NA,NA,NA,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
269,El Ingenio,EC070851,NA,NA,NA,Marcabeli,EC0708,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
270,El Ingenio,EC110655,NA,NA,NA,Espindola,EC1106,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
271,El Limo (Mariana de Jesus),EC111053,NA,NA,NA,Puyango,EC1110,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
272,El Lucero,EC110252,NA,NA,NA,Calvas,EC1102,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
273,El Pan,EC011250,NA,NA,NA,El Pan,EC0112,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
274,El Pangui,EC190650,NA,NA,NA,El Pangui,EC1906,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
275,El Paraiso,EC071452,NA,NA,NA,Las Lajas,EC0714,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
276,El Paraiso de Celen,EC111151,NA,NA,NA,Saraguro,EC1111,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
277,El Piedrero,EC900451,NA,NA,NA,El Piedrero,EC9004,Zona No Delimitada,EC90,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
278,El Playon de San Francisco,EC210551,NA,NA,NA,Sucumbios,EC2105,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
279,El Porvenir del Carmen,EC190851,NA,NA,NA,Palanda,EC1908,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
280,El Progreso,EC200151,NA,NA,NA,San Cristobal,EC2001,Galapagos,EC20,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
281,El Progreso (Cab. en Zhota),EC010452,NA,NA,NA,Nabon,EC0104,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
282,El Quinche,EC170160,NA,NA,NA,Quito,EC1701,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
283,El Retiro,EC070152,NA,NA,NA,Machala,EC0701,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
284,El Reventador,EC210251,NA,NA,NA,Gonzalo Pizarro,EC2102,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
285,El Rosario,EC090852,NA,NA,NA,Empalme,EC0908,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
286,El Rosario,EC110552,NA,NA,NA,Chaguarpamba,EC1105,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
287,El Rosario,EC140255,NA,NA,NA,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
288,El Rosario (Rumichaca),EC180755,NA,NA,NA,San Pedro de Pelileo,EC1807,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
289,El Salitre (Las Ramas),EC091950,NA,NA,NA,Salitre,EC0919,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
290,El Tablon,EC111152,NA,NA,NA,Saraguro,EC1111,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
291,El Tambo,EC030550,NA,NA,NA,El Tambo,EC0305,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
292,El Tambo,EC110351,NA,NA,NA,Catamayo,EC1103,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
293,El Triunfo,EC090950,NA,NA,NA,El Triunfo,EC0909,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
294,El Triunfo,EC160166,NA,NA,NA,Pastaza,EC1601,Pastaza,EC16,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
295,El Triunfo,EC180551,NA,NA,NA,Patate,EC1805,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
296,Eloy Alfaro,EC130355,NA,NA,NA,Chone,EC1303,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
297,Eloy Alfaro (Duran),EC090750,NA,NA,NA,Duran,EC0907,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
298,Emilio Maria Teran (Rumipamba),EC180852,NA,NA,NA,Santiago de Pillaro,EC1808,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
299,Enokanqui,EC220351,NA,NA,NA,La Joya de los Sachas,EC2203,Orellana,EC22,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
300,Esmeraldas,EC080150,NA,NA,NA,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
301,Eugenio Espejo (Calpaqui),EC100452,NA,NA,NA,Otavalo,EC1004,Imbabura,EC10,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
302,Facundo Vela,EC020151,NA,NA,NA,Guaranda,EC0201,Bolivar,EC02,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
303,Fatima,EC160155,NA,NA,NA,Pastaza,EC1601,Pastaza,EC16,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
304,Febres Cordero (Las Juntas),EC120153,NA,NA,NA,Babahoyo,EC1201,Los Rios,EC12,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
305,Fernandez Salvador,EC040553,NA,NA,NA,Montufar,EC0405,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
306,Flavio Alfaro,EC130550,NA,NA,NA,Flavio Alfaro,EC1305,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
307,Flores,EC060154,NA,NA,NA,Riobamba,EC0601,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
308,Fundochamba,EC111551,NA,NA,NA,Quilanga,EC1115,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
309,Galera,EC080353,NA,NA,NA,Muisne,EC0803,Esmeraldas,EC08,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
310,Garcia Moreno,EC040251,NA,NA,NA,Bolivar,EC0402,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
311,Garcia Moreno,EC220156,NA,NA,NA,Orellana,EC2201,Orellana,EC22,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
312,Garcia Moreno (Chumaqui),EC180756,NA,NA,NA,San Pedro de Pelileo,EC1807,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
313,Garcia Moreno (Llurimagua),EC100352,NA,NA,NA,Cotacachi,EC1003,Imbabura,EC10,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
314,Garzareal,EC111352,NA,NA,NA,Zapotillo,EC1113,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
315,General Farfan,EC210153,NA,NA,NA,Lago Agrio,EC2101,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
316,General Morales (Socarte),EC030353,NA,NA,NA,Cañar,EC0303,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
317,General Proaño,EC140153,General Proano,NA,NA,Morona,EC1401,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
318,General Villamil (Playas),EC092150,NA,NA,NA,Playas,EC0921,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
319,Gima,EC010952,NA,NA,NA,Sigsig,EC0109,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
320,Giron,EC010250,NA,NA,NA,Giron,EC0102,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
321,Gonzalez Suarez,EC100453,NA,NA,NA,Otavalo,EC1004,Imbabura,EC10,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
322,Gonzalo Diaz de Pineda (El Bombon),EC150451,NA,NA,NA,El Chaco,EC1504,Napo,EC15,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
323,Gonzalo Pizarro,EC210252,NA,NA,NA,Gonzalo Pizarro,EC2102,Sucumbios,EC21,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
324,Gonzanama,EC110750,NA,NA,NA,Gonzanama,EC1107,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
325,Gonzol,EC060553,NA,NA,NA,Chunchi,EC0605,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
326,Gral. Antonio Elizalde (Bucay),EC092750,NA,NA,NA,Gnral. Antonio Elizalde,EC0927,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
327,Gral. Leonidas Plaza Gutierrez,EC140350,NA,NA,NA,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
328,Gral. Pedro J. Montero (Boliche),EC092053,NA,NA,NA,San Jacinto de Yaguachi,EC0920,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
329,Gral. Vernaza (Dos Esteros),EC091951,NA,NA,NA,Salitre,EC0919,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
330,Guachanama,EC110952,NA,NA,NA,Paltas,EC1109,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
331,Guachapala,EC011450,NA,NA,NA,Guachapala,EC0114,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
332,Guadalupe,EC190152,NA,NA,NA,Zamora,EC1901,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
333,Guaitacama (Guaytacama),EC050153,NA,NA,NA,Latacunga,EC0501,Cotopaxi,EC05,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
334,Gualaceo,EC010350,NA,NA,NA,Gualaceo,EC0103,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
335,Gualaquiza,EC140250,NA,NA,NA,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
336,Guale,EC131053,NA,NA,NA,Pajan,EC1310,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
337,Gualea,EC170161,NA,NA,NA,Quito,EC1701,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
338,Gualel,EC110154,NA,NA,NA,Loja,EC1101,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
339,Gualleturo,EC030354,NA,NA,NA,Cañar,EC0303,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
340,Guambalo (Huambalo),EC180757,NA,NA,NA,San Pedro de Pelileo,EC1807,Tungurahua,EC18,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
341,Guamote,EC060650,NA,NA,NA,Guamote,EC0606,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
342,Guanando,EC060751,NA,NA,NA,Guano,EC0607,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
343,Guanazan,EC071353,NA,NA,NA,Zaruma,EC0713,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
344,Guangaje,EC050453,NA,NA,NA,Pujili,EC0504,Cotopaxi,EC05,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
345,Guangopolo,EC170162,NA,NA,NA,Quito,EC1701,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
346,Guano,EC060750,NA,NA,NA,Guano,EC0607,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
347,Guapan,EC030153,NA,NA,NA,Azogues,EC0301,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
348,Guarainag,EC010556,NA,NA,NA,Paute,EC0105,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
349,Guaranda,EC020150,NA,NA,NA,Guaranda,EC0201,Bolivar,EC02,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
350,Guare,EC120251,NA,NA,NA,Baba,EC1202,Los Rios,EC12,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
351,Guasaganda (Cab. en Guasaganda Centro),EC050251,NA,NA,NA,La Mana,EC0502,Cotopaxi,EC05,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
352,Guasuntos,EC060253,NA,NA,NA,Alausi,EC0602,Chimborazo,EC06,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
353,Guayaquil,EC090150,NA,NA,NA,Guayaquil,EC0901,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
354,Guayas (Pueblo Nuevo),EC090851,NA,NA,NA,Empalme,EC0908,Guayas,EC09,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
355,Guayllabamba,EC170163,NA,NA,NA,Quito,EC1701,Pichincha,EC17,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
356,Guayquichuma,EC110352,NA,NA,NA,Catamayo,EC1103,Loja,EC11,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
357,Guayzimi,EC190350,NA,NA,NA,Nangaritza,EC1903,Zamora Chinchipe,EC19,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
358,Guel,EC010953,NA,NA,NA,Sigsig,EC0109,Azuay,EC01,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
359,Guizhaguiña,EC071354,Guizhaguina,NA,NA,Zaruma,EC0713,El Oro,EC07,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
360,Hatun Sumaku,EC150356,NA,NA,NA,Archidona,EC1503,Napo,EC15,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
361,Honorato Vasquez (Cab en Vasquez),EC131352,NA,NA,NA,Santa Ana,EC1313,Manabi,EC13,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
362,Honorato Vasquez (Tambo Viejo),EC030355,NA,NA,NA,Cañar,EC0303,Cañar,EC03,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
363,Huaca,EC040650,NA,NA,NA,San Pedro de Huaca,EC0406,Carchi,EC04,Ecuador,Ecuador (el),EC,1545004800000,1563926400000,NA
