OBJECTID,admin3Name_pt,admin3Pcode,admin3RefName,admin3AltName1_pt,admin3AltName2_pt,admin2Name_pt,admin2Pcode,admin1Name_pt,admin1Pcode,admin0Name_en,admin0Name_pt,admin0Pcode,date,validOn,validTo
54,Chipene,MZ071101,NA,NA,NA,Memba,MZ0711,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
55,Chipera,MZ101101,NA,NA,NA,Maravia,MZ1011,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
56,Chiputu,MZ101102,NA,NA,NA,Maravia,MZ1011,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
57,Chiramba,MZ090302,NA,NA,NA,Chemba,MZ0903,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
58,Chire,MZ111801,NA,NA,NA,Morrumbala,MZ1118,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
59,Chissano,MZ020902,NA,NA,NA,Limpopo,MZ0209,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
60,Chitima,MZ100202,NA,NA,NA,Cahora Bassa,MZ1002,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
61,Chitobe,MZ040601,NA,NA,NA,Machaze,MZ0406,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
62,Chitunda,MZ011301,NA,NA,NA,Muidumbe,MZ0113,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
63,Chiurairue,MZ040901,NA,NA,NA,Mossurize,MZ0409,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
64,Chiure,MZ010301,NA,NA,NA,Chiure,MZ0103,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
65,Chiure Velho,MZ010302,NA,NA,NA,Chiure,MZ0103,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
66,Chiuta,MZ081301,NA,NA,NA,Mecanhelas,MZ0813,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
67,Chivongoene,MZ020802,NA,NA,NA,Guija,MZ0208,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
68,Choa,MZ040102,NA,NA,NA,Barue,MZ0401,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
69,Chokwe,MZ020501,NA,NA,NA,Chokwe,MZ0205,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
70,Chongoene,MZ020601,NA,NA,NA,Chongoene,MZ0206,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
71,Chupanga,MZ091101,NA,NA,NA,Marromeu,MZ0911,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
72,Cidade Da Beira,MZ090601,NA,NA,NA,Cidade Da Beira,MZ0906,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
73,Cidade Da Matola,MZ050201,NA,NA,NA,Cidade Da Matola,MZ0502,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
74,Cidade De Chimoio,MZ040201,NA,NA,NA,Cidade De Chimoio,MZ0402,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
75,Cidade De Inhambane,MZ030101,NA,NA,NA,Cidade De Inhambane,MZ0301,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
76,Cidade De Lichinga,MZ080201,NA,NA,NA,Cidade De Lichinga,MZ0802,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
77,Cidade De Maputo,MZ060101,NA,NA,NA,Cidade De Maputo,MZ0601,Maputo City,MZ06,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
78,Cidade De Nampula,MZ070201,NA,NA,NA,Cidade De Nampula,MZ0702,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
79,Cidade De Pemba,MZ010401,NA,NA,NA,Cidade De Pemba,MZ0104,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
80,Cidade De Quelimane,MZ110301,NA,NA,NA,Cidade De Quelimane,MZ1103,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
81,Cidade De Tete,MZ100601,NA,NA,NA,Cidade De Tete,MZ1006,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
82,Cidade De Xai-Xai,MZ020701,NA,NA,NA,Cidade De Xai-Xai,MZ0207,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
83,Cobue,MZ080601,NA,NA,NA,Lago,MZ0806,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
84,Combomune,MZ021001,NA,NA,NA,Mabalane,MZ0210,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
85,Corrane,MZ070902,NA,NA,NA,Meconta,MZ0709,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
86,Covo,MZ072001,NA,NA,NA,Nacala-A-Velha,MZ0720,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
87,Cuamba,MZ080301,NA,NA,NA,Cuamba,MZ0803,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
88,Cumbana,MZ030701,NA,NA,NA,Jangamo,MZ0307,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
89,Cunle,MZ072301,NA,NA,NA,Ribaue,MZ0723,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
90,Dacata,MZ040902,NA,NA,NA,Mossurize,MZ0409,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
91,Derre,MZ110401,NA,NA,NA,Derre,MZ1104,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
92,Diaca,MZ011001,NA,NA,NA,Mocimboa Da Praia,MZ0110,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
93,Dindiza,MZ020402,NA,NA,NA,Chigubo,MZ0204,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
94,Divinhe,MZ090901,NA,NA,NA,Machanga,MZ0909,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
95,Doa,MZ100701,NA,NA,NA,Doa,MZ1007,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
96,Dombe,MZ041001,NA,NA,NA,Sussundenga,MZ0410,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
97,Domue,MZ100101,NA,NA,NA,Angonia,MZ1001,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
98,Dondo,MZ090701,NA,NA,NA,Dondo,MZ0907,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
99,Espungabera,MZ040903,NA,NA,NA,Mossurize,MZ0409,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
100,Estaquinha,MZ090102,NA,NA,NA,Buzi,MZ0901,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
101,Etarara,MZ080302,NA,NA,NA,Cuamba,MZ0803,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
102,Fingoe,MZ101103,NA,NA,NA,Maravia,MZ1011,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
103,Funhalouro,MZ030201,NA,NA,NA,Funhalouro,MZ0302,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
104,Furancungo,MZ100802,NA,NA,NA,Macanga,MZ1008,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
105,Galinha,MZ091201,NA,NA,NA,Muanza,MZ0912,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
106,Gile,MZ110502,NA,NA,NA,Gile,MZ1105,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
107,Godide,MZ020205,NA,NA,NA,Chibuto,MZ0202,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
108,Gondola,MZ040303,NA,NA,NA,Gondola,MZ0403,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
109,Gonhane,MZ110801,NA,NA,NA,Inhassunge,MZ1108,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
110,Goonda,MZ090502,NA,NA,NA,Chibabava,MZ0905,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
111,Gorongosa,MZ090801,NA,NA,NA,Gorongosa,MZ0908,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
112,Guro,MZ040401,NA,NA,NA,Guro,MZ0404,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
113,Gurue,MZ110601,NA,NA,NA,Gurue,MZ1106,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
114,Homoine,MZ030401,NA,NA,NA,Homoine,MZ0304,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
115,Hucula,MZ011401,NA,NA,NA,Namuno,MZ0114,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
116,Iapala,MZ072302,NA,NA,NA,Ribaue,MZ0723,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
117,Ibo,MZ010501,NA,NA,NA,Ibo,MZ0105,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
118,Ile,MZ110701,NA,NA,NA,Ile,MZ1107,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
119,Ilha De Moçambique,MZ070401,Ilha De Mocambique,NA,NA,Ilha De Moçambique,MZ0704,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
120,Ilha Josina Machel,MZ050402,NA,NA,NA,Manhiça,MZ0504,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
121,Ilha Licom,MZ080401,NA,NA,NA,Ilha Licom,MZ0804,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
122,Ilha Risunodo,MZ080501,NA,NA,NA,Ilha Risunodo,MZ0805,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
123,Imala,MZ071701,NA,NA,NA,Muecate,MZ0717,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
124,Imbuo,MZ011202,NA,NA,NA,Mueda,MZ0112,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
125,Impiri,MZ010202,NA,NA,NA,Balama,MZ0102,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
126,Inchope,MZ040304,NA,NA,NA,Gondola,MZ0403,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
127,Inhaminga,MZ090401,NA,NA,NA,Cheringoma,MZ0904,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
128,Inhamitanga,MZ090402,NA,NA,NA,Cheringoma,MZ0904,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
129,Inhangoma,MZ101302,NA,NA,NA,Mutarara,MZ1013,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
130,Inharrime,MZ030501,NA,NA,NA,Inharrime,MZ0305,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
131,Inhassoro,MZ030602,NA,NA,NA,Inhassoro,MZ0306,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
132,Inhassunge,MZ110802,NA,NA,NA,Inhassunge,MZ1108,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
133,Insaca,MZ081302,NA,NA,NA,Mecanhelas,MZ0813,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
134,Intete,MZ072101,NA,NA,NA,Nacaroa,MZ0721,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
135,Itepela,MZ081701,NA,NA,NA,Ngauma,MZ0817,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
136,Itoculo,MZ071501,NA,NA,NA,Monapo,MZ0715,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
137,Iuluti,MZ071302,NA,NA,NA,Mogovolas,MZ0713,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
138,Jangamo,MZ030702,NA,NA,NA,Jangamo,MZ0307,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
139,Kambulatsisi,MZ101201,NA,NA,NA,Moatize,MZ1012,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
140,Katapua,MZ010303,NA,NA,NA,Chiure,MZ0103,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
141,Kazula,MZ100501,NA,NA,NA,Chiuta,MZ1005,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
142,Kuekue,MZ010203,NA,NA,NA,Balama,MZ0102,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
143,Lago Niassa,MZ080701,NA,NA,NA,Lago Niassa,MZ0807,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
144,Lalaua,MZ070501,NA,NA,NA,Lalaua,MZ0705,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
145,Larde,MZ070601,NA,NA,NA,Larde,MZ0706,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
146,Lioma,MZ110602,NA,NA,NA,Gurue,MZ1106,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
147,Lionde,MZ020502,NA,NA,NA,Chokwe,MZ0205,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
148,Lione,MZ080102,NA,NA,NA,Chimbonila,MZ0801,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
149,Liúpo,MZ070701,Liupo,NA,NA,Liúpo,MZ0707,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
150,Luabo,MZ110901,NA,NA,NA,Luabo,MZ1109,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
151,Luenha,MZ100302,NA,NA,NA,Changara,MZ1003,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
152,Lugela,MZ111001,NA,NA,NA,Lugela,MZ1110,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
153,Lumbo,MZ070402,NA,NA,NA,Ilha De Moçambique,MZ0704,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
154,Lunga,MZ071601,NA,NA,NA,Mossuril,MZ0716,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
155,Lunho,MZ080602,NA,NA,NA,Lago,MZ0806,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
156,Lurio,MZ071102,NA,NA,NA,Memba,MZ0711,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
157,Lurio,MZ080303,NA,NA,NA,Cuamba,MZ0803,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
158,Lussimbesse,MZ081901,NA,NA,NA,Sanga,MZ0819,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
159,M'Sawize,MZ081201,MSawize,NA,NA,Mavago,MZ0812,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
160,M'Tamba,MZ011501,MTamba,NA,NA,Nangade,MZ0115,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
161,Mabalane,MZ021002,NA,NA,NA,Mabalane,MZ0210,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
162,Mabote,MZ030801,NA,NA,NA,Mabote,MZ0308,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
163,Macaloge,MZ081902,NA,NA,NA,Sanga,MZ0819,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
164,Macarretane,MZ020503,NA,NA,NA,Chokwe,MZ0205,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
165,Macate,MZ040501,NA,NA,NA,Macate,MZ0405,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
166,Machanga,MZ090902,NA,NA,NA,Machanga,MZ0909,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
167,Machipanda,MZ040801,NA,NA,NA,Manica,MZ0408,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
168,Machoca,MZ011402,NA,NA,NA,Namuno,MZ0114,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
169,Machubo,MZ050501,NA,NA,NA,Marracuene,MZ0505,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
170,Macia,MZ020101,NA,NA,NA,Bilene,MZ0201,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
171,Macomia,MZ010602,NA,NA,NA,Macomia,MZ0106,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
172,Macossa,MZ040701,NA,NA,NA,Macossa,MZ0407,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
173,Macuacua,MZ021103,NA,NA,NA,Mandlakaze,MZ0211,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
174,Macuze,MZ112001,NA,NA,NA,Namacurra,MZ1120,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
175,Madzucane,MZ020602,NA,NA,NA,Chongoene,MZ0206,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
176,Mafambisse,MZ090702,NA,NA,NA,Dondo,MZ0907,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
177,Maganja,MZ111101,NA,NA,NA,Maganja Da Costa,MZ1111,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
178,Magude,MZ050301,NA,NA,NA,Magude,MZ0503,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
179,Mahate,MZ011802,NA,NA,NA,Quissanga,MZ0118,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
180,Mahele,MZ050302,NA,NA,NA,Magude,MZ0503,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
181,Maiaca,MZ081101,NA,NA,NA,Maua,MZ0811,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
182,Majaua,MZ111301,NA,NA,NA,Milange,MZ1113,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
183,Makluane,MZ020102,NA,NA,NA,Bilene,MZ0201,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
184,Malanga,MZ080801,NA,NA,NA,Majune,MZ0808,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
185,Malehice,MZ020206,NA,NA,NA,Chibuto,MZ0202,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
186,Malema,MZ070802,NA,NA,NA,Malema,MZ0708,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
187,Malowera,MZ101104,NA,NA,NA,Maravia,MZ1011,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
188,Maluana,MZ050403,NA,NA,NA,Manhiça,MZ0504,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
189,Mandie,MZ040402,NA,NA,NA,Guro,MZ0404,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
190,Mandimba,MZ080901,NA,NA,NA,Mandimba,MZ0809,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
191,Mandlakaze,MZ021104,NA,NA,NA,Mandlakaze,MZ0211,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
192,Manhiça,MZ050404,Manhica,NA,NA,Manhiça,MZ0504,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
193,Maniamba,MZ080603,NA,NA,NA,Lago,MZ0806,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
194,Manica,MZ040802,NA,NA,NA,Manica,MZ0408,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
195,Manje,MZ100502,NA,NA,NA,Chiuta,MZ1005,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
196,Mapai,MZ021201,NA,NA,NA,Mapai,MZ0212,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
197,Mapinhane,MZ031301,NA,NA,NA,Vilankulo,MZ0313,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
198,Mapulanguene,MZ050303,NA,NA,NA,Magude,MZ0503,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
199,Mapupulo,MZ011101,NA,NA,NA,Montepuez,MZ0111,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
200,Maquival,MZ111201,NA,NA,NA,Maquival,MZ1112,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
201,Marangira,MZ081001,NA,NA,NA,Marrupa,MZ0810,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
202,Marara,MZ101001,NA,NA,NA,Marara,MZ1010,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
203,Maringue,MZ091002,NA,NA,NA,Maringue,MZ0910,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
204,Marracuene,MZ050502,NA,NA,NA,Marracuene,MZ0505,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
205,Marromeu,MZ091102,NA,NA,NA,Marromeu,MZ0911,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
206,Marrupa,MZ081002,NA,NA,NA,Marrupa,MZ0810,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
207,Massangena,MZ021301,NA,NA,NA,Massangena,MZ0213,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
208,Massangulo,MZ081702,NA,NA,NA,Ngauma,MZ0817,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
209,Massinga,MZ030902,NA,NA,NA,Massinga,MZ0309,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
210,Massingir,MZ021401,NA,NA,NA,Massingir,MZ0214,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
211,Matchedje,MZ081903,NA,NA,NA,Sanga,MZ0819,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
212,Matibane,MZ071602,NA,NA,NA,Mossuril,MZ0716,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
213,Matola Rio,MZ050102,NA,NA,NA,Boane,MZ0501,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
214,Matondovela,MZ081401,NA,NA,NA,Mecula,MZ0814,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
215,Matsinho,MZ041201,NA,NA,NA,Vanduzi,MZ0412,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
216,Maua,MZ081102,NA,NA,NA,Maua,MZ0811,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
217,Mavago,MZ081202,NA,NA,NA,Mavago,MZ0812,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
218,Mavala,MZ010204,NA,NA,NA,Balama,MZ0102,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
219,Mavodze,MZ021402,NA,NA,NA,Massingir,MZ0214,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
220,Mavonde,MZ040803,NA,NA,NA,Manica,MZ0408,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
221,Mavue,MZ021302,NA,NA,NA,Massangena,MZ0213,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
222,Mawayela,MZ031201,NA,NA,NA,Panda,MZ0312,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
223,Maxixe,MZ031001,NA,NA,NA,Maxixe,MZ0310,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
224,Mazeze,MZ010304,NA,NA,NA,Chiure,MZ0103,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
225,Mazivila,MZ020103,NA,NA,NA,Bilene,MZ0201,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
226,Mazula,MZ071103,NA,NA,NA,Memba,MZ0711,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
227,Mbau,MZ011002,NA,NA,NA,Mocimboa Da Praia,MZ0110,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
228,Meconta,MZ070903,NA,NA,NA,Meconta,MZ0709,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
229,Mecuburi,MZ071001,NA,NA,NA,Mecuburi,MZ0710,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
230,Mecufi,MZ010701,NA,NA,NA,Mecufi,MZ0107,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
231,Mecula,MZ081402,NA,NA,NA,Mecula,MZ0814,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
232,Megaza,MZ111802,NA,NA,NA,Morrumbala,MZ1118,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
233,Meloco,MZ011403,NA,NA,NA,Namuno,MZ0114,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
234,Meluco,MZ010801,NA,NA,NA,Meluco,MZ0108,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
