OBJECTID,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
26,Citalá,SV0304,Citala,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
27,Comalapa,SV0305,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
28,Concepción Quezaltepeque,SV0306,Concepcion Quezaltepeque,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
29,Dulce Nombre de María,SV0308,Dulce Nombre de Maria,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
30,El Carrizal,SV0309,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
31,El Paraíso,SV0310,El Paraiso,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
32,Embalse Cerron Grande,SV0399,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
33,La Laguna,SV0311,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
34,La Palma,SV0312,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
35,La Reina,SV0313,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
36,Las Vueltas,SV0314,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
37,Nombre de Jesús,SV0315,Nombre de Jesus,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
38,Nueva Concepción,SV0316,Nueva Concepcion,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
39,Nueva Trinidad,SV0317,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
40,Ojos de Agua,SV0318,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
41,Potonico,SV0319,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
42,San Antonio de la Cruz,SV0320,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
43,San Antonio Los Ranchos,SV0321,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
44,San Fernando,SV0322,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
45,San Francisco Lempa,SV0323,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
46,San Francisco Morazán,SV0324,San Francisco Morazan,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
47,San Ignacio,SV0325,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
48,San Isidro Labrador,SV0326,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
49,San José Cancasque,SV0327,San Jose Cancasque,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
50,San José Las Flores,SV0328,San Jose Las Flores,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
51,San Luis del Carmen,SV0329,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
52,San Miguel de Mercedes,SV0330,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
53,San Rafael,SV0331,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
54,Santa Rita,SV0332,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
55,Tejutla,SV0333,NA,NA,NA,Chalatenango,SV03,El Salvador,SV,1590710400000,1612396800000,NA
56,Candelaria,SV0401,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
