OBJECTID,admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
455,Tiémélékro,CI250304,Tiemelekro,NA,NA,M'Batto,CI2503,Moronou,CI25,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
456,Tiéningboué,CI070305,Tieningboue,NA,NA,Mankono,CI0703,Bere,CI07,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
457,Tienko,CI100204,NA,NA,NA,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
458,Tienkoikro,CI140206,NA,NA,NA,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
459,Tiény-Séably,CI160305,Tieny-Seably,NA,NA,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
460,Timbé,CI170203,Timbe,NA,NA,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
461,Tinhou,CI090104,NA,NA,NA,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
462,Tiobly,CI090406,NA,NA,NA,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
463,Tioroniaradougou,CI280216,NA,NA,NA,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
464,Togoniéré,CI310103,Togoniere,NA,NA,Ferkessédougou,CI3101,Tchologo,CI31,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
465,Tonla,CI130204,NA,NA,NA,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
466,Tortiya,CI170306,NA,NA,NA,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
467,Totrodrou,CI160404,NA,NA,NA,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
468,Touba,CI040301,NA,NA,NA,Touba,CI0403,Bafing,CI04,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
469,Tougbo,CI080403,NA,NA,NA,Téhini,CI0804,Bounkani,CI08,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
470,Toukouzou,CI150205,NA,NA,NA,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
471,Toulepleu,CI090401,NA,NA,NA,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
472,Toumodi,CI060401,NA,NA,NA,Toumodi,CI0604,Belier,CI06,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
473,Toumodi-Sakassou,CI110404,NA,NA,NA,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
474,Toumoukoro,CI310305,NA,NA,NA,Ouangolodougou,CI3103,Tchologo,CI31,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
475,Toupah,CI150103,NA,NA,NA,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
476,Transua,CI140501,NA,NA,NA,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
477,Vavoua,CI180301,NA,NA,NA,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
478,Voueboufla,CI230306,NA,NA,NA,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
479,Worofla,CI330207,NA,NA,NA,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
480,Yakasse-Attobrou,CI240401,NA,NA,NA,Yakassé-Attobrou,CI2404,Me,CI24,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
481,Yakasse-Féyassé,CI200106,Yakasse-Feyasse,NA,NA,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
482,Yakassé-Mé,CI240106,Yakasse-Me,NA,NA,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
483,Yakpabo-Sakassou,CI060304,NA,NA,NA,Tiébissou,CI0603,Belier,CI06,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
484,Yamoussoukro,CI020201,NA,NA,NA,Yamoussoukro,CI0202,District Autonome De Yamoussoukro,CI02,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
485,Yaossédougou,CI170110,Yaossedougou,NA,NA,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
486,Yaou,CI300108,NA,NA,NA,Aboisso,CI3001,Sud-Comoe,CI30,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
487,Yapleu,CI320309,NA,NA,NA,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
488,Yelleu,CI320506,NA,NA,NA,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
489,Yézimala,CI140112,Yezimala,NA,NA,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
490,Yocoboué,CI220204,Yocoboue,NA,NA,Guitry,CI2202,Loh-Djiboua,CI22,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
491,Yopohue,CI130112,NA,NA,NA,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
492,Yorobodi,CI140304,NA,NA,NA,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
493,Yorodougou,CI320402,NA,NA,NA,Sipilou,CI3204,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
494,Youndouo,CI080105,NA,NA,NA,Bouna,CI0801,Bounkani,CI08,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
495,Zagné,CI090302,Zagne,NA,NA,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
496,Zagoué,CI320310,Zagoue,NA,NA,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
497,Zaguiéta,CI230107,Zaguieta,NA,NA,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
498,Zaibo,CI180106,NA,NA,NA,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
499,Zanzra,CI230307,NA,NA,NA,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
500,Zaranou,CI200107,NA,NA,NA,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
501,Zéaglo,CI090105,Zeaglo,NA,NA,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
502,Zégo,CI220107,Zego,NA,NA,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
503,Zéo,CI160108,Zeo,NA,NA,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
504,Zikisso,CI220306,NA,NA,NA,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
505,Ziogouiné,CI320311,Ziogouine,NA,NA,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
506,Zonneu,CI320207,NA,NA,NA,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
507,Zou,CI160109,NA,NA,NA,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
508,Zouan Hounien,CI320501,NA,NA,NA,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
509,Zoukougbeu,CI180401,NA,NA,NA,Zoukougbeu,CI1804,Haut-Sassandra,CI18,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
510,Zuénoula,CI230301,Zuenoula,NA,NA,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,1324684800000,1530835200000,NA
