OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
131,Hyderabad City,PK80404,NA,NA,NA,Hyderabad,PK804,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
132,Isakhel,PK62101,NA,NA,NA,Mianwali,PK621,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
133,Islamabad,PK50101,NA,NA,NA,Islamabad,PK501,Federal Capital Territory,PK5,Pakistan,PK,1543536000000,1545091200000,NA
134,Ismailzai,PK23702,NA,NA,NA,Orakzai,PK237,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
135,Jacobabad,PK80502,NA,NA,NA,Jacobabad,PK805,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
136,Jahanian,PK61501,NA,NA,NA,Khanewal,PK615,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
137,Jalalpur Pirwala,PK62201,NA,NA,NA,Multan,PK622,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
138,Jampur,PK62902,NA,NA,NA,Rajanpur,PK629,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
139,Jamrud,PK23302,NA,NA,NA,Khyber,PK233,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
140,Jan Nawaz Ali,PK81401,NA,NA,NA,Sanghar,PK814,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
141,Jand,PK60105,NA,NA,NA,Attock,PK601,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
142,Jandola,PK24401,NA,NA,NA,FR Tank,PK244,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
143,Jaranwala,PK60804,NA,NA,NA,Faisalabad,PK608,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
144,Jati,PK82401,NA,NA,NA,Sujawal,PK824,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
145,Jatoi,PK62302,NA,NA,NA,Muzaffargarh,PK623,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
