OBJECTID,admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
139,Diganibougou,ML040606,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
140,Dilly,ML020703,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
141,Dimbal Habé,ML050204,Dimbal Habe,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
142,Dinandougou,ML020601,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
143,Dinangourou,ML050505,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
144,Dindanko,ML010506,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
145,Dinlin Oualia,ML010111,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
146,Dio Gare,ML020410,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
147,Diokeli,ML010105,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
148,Diomaténé,ML030506,Diomatene,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
149,Diondiori,ML050703,NA,NA,NA,Ténenkou,ML0507,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
150,Diora,ML040702,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
151,Dioro,ML040607,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
152,Diou,ML030201,NA,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
153,Diougani,ML050506,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
154,Diouman,ML020207,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
155,Dioumara Koussata,ML010206,NA,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
156,Dioumaténé,ML030202,Dioumatene,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
157,Diouna,ML040608,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
158,Diouradougou Kafo,ML030402,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
159,Diré,ML060105,Dire,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
160,Dirma,ML050803,NA,NA,NA,Youwarou,ML0508,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
161,Djallon-Foula,ML030603,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
162,Djaptodji,ML050405,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
163,Djéguena,ML040505,Djeguena,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
164,Djélébou,ML010304,Djelebou,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
165,Djenné,ML050303,Djenne,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
166,Djidian,ML010507,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
167,Djiguiya De Koloni,ML030604,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
168,Djougoun,ML010508,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
169,Dogani Béré,ML050106,Dogani Bere,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
170,Dogo,ML030106,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
171,Dogodouman,ML020411,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
172,Dogofry,ML020704,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
173,Dogofry,ML040402,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
174,Dogoni,ML030507,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
175,Dolendougou,ML020208,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
176,Domba,ML030107,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
177,Dombia,ML010404,NA,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
178,Dombila,ML020412,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
179,Dongo,ML050804,NA,NA,NA,Youwarou,ML0508,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
180,Doubabougou,ML020413,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
181,Doucoumbo,ML050107,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
182,Douékire,ML060204,Douekire,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
183,Douentza,ML050406,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
184,Dougabougou,ML040609,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
185,Dougoufié,ML040103,Dougoufie,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
186,Dougouolo,ML040205,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
187,Dougouténé I,ML050507,Dougoutene I,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
188,Dougouténé II,ML050508,Dougoutene II,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
189,Doukouria,ML060205,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
190,Doumanaba,ML030508,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
191,Doumba,ML020602,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
192,Dourou,ML050108,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
193,Duguwolowula,ML020104,NA,NA,NA,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
194,Essakane,ML060206,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
195,Essouk,ML080202,NA,NA,NA,Kidal,ML0802,Kidal,ML08,Mali (le),ML,1369958400000,1564704000000,NA
196,Fagui,ML030403,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
197,Fakala,ML050304,NA,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
198,Fakola,ML030302,NA,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
199,Fakolo,ML030404,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
200,Faléa,ML010405,Falea,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
201,Falémé,ML010305,Faleme,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
202,Fallou,ML020705,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
203,Falo,ML040206,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
204,Fama,ML030509,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
205,Fanga,ML010703,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
206,Fangasso,ML040703,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
207,Fani,ML040207,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
208,Faraba,ML010406,NA,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
209,Faraba,ML020414,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
210,Faragouaran,ML030109,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
211,Farakala,ML030510,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
212,Farako,ML030303,NA,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
213,Farako,ML040610,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
214,Farakou Massa,ML040611,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
215,Farédiélé,ML030108,Farediele,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
216,Farimaké,ML050805,Farimake,NA,NA,Youwarou,ML0508,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
217,Fassoudebé,ML010207,Fassoudebe,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
218,Fatao,ML010208,NA,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
219,Fatine,ML040612,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
220,Fatoma,ML050604,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
221,Fégui,ML010306,Fegui,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
222,Femaye,ML050305,NA,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
223,Finkolo,ML030511,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
224,Finkolo Ganadougou,ML030512,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
225,Fion,ML040506,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
226,Fittouga,ML060403,NA,NA,NA,Niafunké,ML0604,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
227,Folomana,ML040302,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
228,Fourou,ML030203,NA,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
229,Gabéro,ML070302,Gabero,NA,NA,Gao,ML0703,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
230,Gadougou I,ML010509,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
231,Gadougou II,ML010510,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
232,Gandamia,ML050407,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
233,Gao,ML070303,NA,NA,NA,Gao,ML0703,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
234,Garalo,ML030110,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
235,Garbakoira,ML060106,NA,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
236,Gargando,ML060207,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
237,Gavinané,ML010605,Gavinane,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
238,Gogui,ML010606,NA,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
239,Gomitradougou,ML010209,NA,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
240,Gongasso,ML030513,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
241,Gory,ML010704,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
242,Gory Gopéla,ML010307,Gory Gopela,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
243,Gossi,ML060303,NA,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
244,Gouadié Sougouna,ML030405,Gouadie Sougouna,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
245,Gouadji Kao,ML030406,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
246,Gouanan,ML030605,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
247,Gouandiaka,ML030606,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
248,Gouendo,ML040104,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
249,Gouméra,ML010308,Goumera,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
250,Goundam,ML060208,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
251,Gounfan,ML010106,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
252,Gounzoureye,ML070304,NA,NA,NA,Gao,ML0703,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
253,Grouméra,ML010210,Groumera,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
254,Guédébiné,ML010211,Guedebine,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
255,Guégnéka,ML020209,Guegneka,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
256,Guémoukouraba,ML010511,Guemoukouraba,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
257,Guenegoré,ML010407,Guenegore,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
258,Guéneibe,ML020706,Gueneibe,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
259,Guétéma,ML010607,Guetema,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
260,Guidimakan Keri Kaff,ML010309,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
261,Guidime,ML010705,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
262,Guihoyo,ML020502,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
263,Guiré,ML020707,Guire,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
264,Haibongo,ML060107,NA,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
265,Hairé,ML050408,Haire,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
266,Hamzakoma,ML060304,NA,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
267,Haribomo,ML060305,NA,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
268,Hawa Dembaya,ML010310,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
269,Hombori,ML050409,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
270,Inadiatafane,ML060306,NA,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
271,Inékar,ML070402,Inekar,NA,NA,Ménaka,ML0704,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
272,Issa Béry,ML060209,Issa Bery,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
273,Jékafo,ML020210,Jekafo,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
274,Kabarasso,ML030514,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
275,Kaboila,ML030515,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
276,Kadiaba Kadiel,ML010608,NA,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
277,Kadiana,ML030304,NA,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
278,Kadiolo,ML030204,NA,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
279,Kafo Faboli,ML030407,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
280,Kafouziela,ML030516,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
281,Kai,ML030205,NA,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
282,Kala Siguida,ML040403,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
283,Kalabancoro,ML020415,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
284,Kaladougou,ML020211,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
285,Kalake,ML040105,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
286,Kalifabougou,ML020416,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
287,Kambila,ML020417,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
288,Kamiandougou,ML040613,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
289,Kaneye,ML060210,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
290,Kani Bozon,ML050205,NA,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
291,Kaniégue,ML040507,Kaniegue,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
292,Kaniogo,ML020303,NA,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
293,Kapala,ML030408,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
294,Kapala,ML030517,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
295,Kapolondougou,ML030518,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
296,Karaba,ML040508,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
297,Karagouana Mallé,ML030409,Karagouana Malle,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
298,Karakoro,ML010311,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
299,Karan,ML020304,NA,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
300,Karangana,ML030702,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
301,Kareri,ML050704,NA,NA,NA,Ténenkou,ML0507,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
302,Kassa,ML050509,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
303,Kassama,ML010408,NA,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
304,Kassaro,ML010512,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
305,Kassorola,ML040509,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
306,Kati,ML020418,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
307,Katiéna,ML040614,Katiena,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
308,Kava,ML040510,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
309,Kayes,ML010312,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
310,Kazangasso,ML040208,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
311,Kébila,ML030305,Kebila,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
312,Kéléya,ML030111,Keleya,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
313,Kémékafo,ML020212,Kemekafo,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
314,Kéméné Tambo,ML010313,Kemene Tambo,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
315,Kemeni,ML040209,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
316,Kendé,ML050109,Kende,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
317,Kendié,ML050110,Kendie,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
318,Kéniéba,ML010409,Kenieba,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
319,Kerela,ML020213,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
320,Kéréna,ML050410,Kerena,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
321,Kéwa,ML050306,Kewa,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
322,Khouloum,ML010314,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
323,Kiban,ML020105,NA,NA,NA,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
324,Kidal,ML080203,NA,NA,NA,Kidal,ML0802,Kidal,ML08,Mali (le),ML,1369958400000,1564704000000,NA
325,Kiffosso I,ML030703,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
326,Kignan,ML030519,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
327,Kilidougou,ML020214,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
328,Kirané Kaniaga,ML010706,Kirane Kaniaga,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
329,Kirchamba,ML060108,NA,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
330,Kita,ML010513,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
331,Kita Nord,ML010514,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
332,Kita Ouest,ML010515,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
333,Kléla,ML030520,Klela,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
334,Kobri,ML010516,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
335,Kofan,ML030521,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
336,Kokofata,ML010517,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
337,Kokry Centre,ML040303,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
338,Kola,ML030113,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
339,Kolélé,ML030112,Kolele,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
340,Kolokani,ML020503,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
341,Kolokoba,ML030522,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
342,Kolondiéba,ML030306,Kolondieba,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
343,Kolongo,ML040304,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
344,Kolonigué,ML030410,Kolonigue,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
