admin0Name,admin0Name_da,admin0Pcode,admin1Name,admin1Name_da,admin1Pcode,admin2AltName1,admin2AltName1_da,admin2AltName2,admin2AltName2_da,admin2Name,admin2Name_da,admin2Pcode,admin2RefName,regionCode,regionName,regionName_da,admin2Name_ref,admin1Name_ref,admin0Name_ref
Afghanistan,افغانستان,AF,Bamyan,بامیان,AF10,NA,NA,NA,NA,Yakawlang,یکاولنگ,AF1005,NA,CH,Central Highland,لوړه مرکزی حوزه,yakawlang,bamyan,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,Girwan,NA,NA,NA,Yamgan,یمگان,AF1718,NA,NE,North Eastern,سهیل ختیځه حوزه,yamgan,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Yangi Qala,ینگی قلعه,AF1817,NA,NE,North Eastern,سهیل ختیځه حوزه,yangi_qala,takhar,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,NA,NA,NA,NA,Yawan,یاوان,AF1709,NA,NE,North Eastern,سهیل ختیځه حوزه,yawan,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Paktika,پکتیکا,AF12,NA,NA,NA,NA,Yosuf Khel,یوسف خیل,AF1203,NA,SE,South Eastern,جنوب ختیځه حوزه,yosuf_khel,paktika,afghanistan
Afghanistan,افغانستان,AF,Paktya,پکتیا,AF13,Wuza Zadran,NA,NA,NA,Zadran,حّدران,AF1305,NA,SE,South Eastern,جنوب ختیځه حوزه,zadran,paktya,afghanistan
Afghanistan,افغانستان,AF,Ghazni,غزنی,AF11,NA,NA,NA,NA,Zanakhan,زنه خان,AF1108,NA,SE,South Eastern,جنوب ختیځه حوزه,zanakhan,ghazni,afghanistan
Afghanistan,افغانستان,AF,Nimroz,نیمروز,AF34,Centre,NA,NA,NA,Zaranj,زرنج,AF3401,NA,SR,Southern,جنوبی حوزه,zaranj,nimroz,afghanistan
Afghanistan,افغانستان,AF,Paktika,پکتیکا,AF12,NA,NA,NA,NA,Zarghun Shahr,زرغون شهر,AF1207,NA,SE,South Eastern,جنوب ختیځه حوزه,zarghun_shahr,paktika,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Zari,زاری,AF2115,NA,NR,Northern,سهیلی حوزه,zari,balkh,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,NA,NA,NA,NA,Zebak,زیباک,AF1725,NA,NE,North Eastern,سهیل ختیځه حوزه,zebak,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Kandahar,کندهار,AF27,NA,NA,NA,NA,Zheray,ژړۍ,AF2705,NA,SR,Southern,جنوبی حوزه,zheray,kandahar,afghanistan
Afghanistan,افغانستان,AF,Hirat,هرات,AF32,NA,NA,NA,NA,Zindajan,زنده جان,AF3205,NA,WR,Western,لویدیځه حوزه,zindajan,hirat,afghanistan
Afghanistan,افغانستان,AF,Paktika,پکتیکا,AF12,NA,NA,NA,NA,Ziruk,زیړوک,AF1212,NA,SE,South Eastern,جنوب ختیځه حوزه,ziruk,paktika,afghanistan
Afghanistan,افغانستان,AF,Paktya,پکتیا,AF13,NA,NA,NA,NA,Zurmat,زُرمت,AF1303,NA,SE,South Eastern,جنوب ختیځه حوزه,zurmat,paktya,afghanistan
