OBJECTID,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
56,Ureparapara,VU01066,NA,NA,NA,Torba,VU01,Vanuatu,VU,1509408000000,1535068800000,NA
57,Vanua Lava,VU01054,NA,NA,NA,Torba,VU01,Vanuatu,VU,1509408000000,1535068800000,NA
58,Varisu,VU05030,NA,NA,NA,Shefa,VU05,Vanuatu,VU,1509408000000,1535068800000,NA
59,Vermali,VU05029,NA,NA,NA,Shefa,VU05,Vanuatu,VU,1509408000000,1535068800000,NA
60,Vermaul,VU05028,NA,NA,NA,Shefa,VU05,Vanuatu,VU,1509408000000,1535068800000,NA
61,West Ambae,VU03052,NA,NA,NA,Penama,VU03,Vanuatu,VU,1509408000000,1535068800000,NA
62,West Ambrym,VU04010,NA,NA,NA,Malampa,VU04,Vanuatu,VU,1509408000000,1535068800000,NA
63,West Malo,VU02043,NA,NA,NA,Sanma,VU02,Vanuatu,VU,1509408000000,1535068800000,NA
64,West Santo,VU02048,NA,NA,NA,Sanma,VU02,Vanuatu,VU,1509408000000,1535068800000,NA
65,West Tanna,VU06025,NA,NA,NA,Tafea,VU06,Vanuatu,VU,1509408000000,1535068800000,NA
66,Whitesands,VU06024,NA,NA,NA,Tafea,VU06,Vanuatu,VU,1509408000000,1535068800000,NA
