OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
41,Ngouengoe,KM251,NA,NA,NA,Mbadjini Ouest,KM25,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
42,Nioumagama,KM252,NA,NA,NA,Mbadjini Ouest,KM25,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
43,Nyuma Komo,KM264,NA,NA,NA,Mitsamiouli-Mboudé,KM26,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
44,Nyuma Mro,KM212,NA,NA,NA,Hamahamet-Mboinkou,KM21,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
45,Nyuma Msiru,KM213,NA,NA,NA,Hamahamet-Mboinkou,KM21,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
46,Nyumamro Kiblani,KM265,NA,NA,NA,Mitsamiouli-Mboudé,KM26,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
47,Nyumamro Souheili,KM266,NA,NA,NA,Mitsamiouli-Mboudé,KM26,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
48,Oichili Yadjou,KM282,NA,NA,NA,Oichili-Dimani,KM28,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
49,Oichili Yamboini,KM283,NA,NA,NA,Oichili-Dimani,KM28,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
50,Ongojou,KM125,NA,NA,NA,Mrémani,KM12,Anjouan (Ndzouani),KM1,Comoros (the),KM,1545955200000,1575504000000,NA
51,Ouani,KM143,NA,NA,NA,Ouani,KM14,Anjouan (Ndzouani),KM1,Comoros (the),KM,1545955200000,1575504000000,NA
52,Pimba,KM243,NA,NA,NA,Mbadjini Est,KM24,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
53,Sima,KM152,NA,NA,NA,Sima,KM15,Anjouan (Ndzouani),KM1,Comoros (the),KM,1545955200000,1575504000000,NA
54,Tsinimoipangua,KM222,NA,NA,NA,Hambou,KM22,Grande Comore (Ngazidja),KM2,Comoros (the),KM,1545955200000,1575504000000,NA
55,Vouani,KM153,NA,NA,NA,Sima,KM15,Anjouan (Ndzouani),KM1,Comoros (the),KM,1545955200000,1575504000000,NA
