OBJECTID,admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_en,admin0Name_es,admin0Pcode,date,validOn,validTo
915,Arnoldo Gabaldon,VE210802,NA,NA,NA,Juan Vicente Campo Elías,VE2108,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
916,Santa Apolonia,VE210901,NA,NA,NA,La Ceiba,VE2109,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
917,El Progreso,VE210902,NA,NA,NA,La Ceiba,VE2109,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
918,La Ceiba,VE210903,NA,NA,NA,La Ceiba,VE2109,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
919,Tres de Febrero,VE210904,NA,NA,NA,La Ceiba,VE2109,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
920,El Dividive,VE211001,NA,NA,NA,Miranda,VE2110,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
921,Agua Santa,VE211002,NA,NA,NA,Miranda,VE2110,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
922,Agua Caliente,VE211003,NA,NA,NA,Miranda,VE2110,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
923,El Cenizo,VE211004,NA,NA,NA,Miranda,VE2110,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
924,Valerita,VE211005,NA,NA,NA,Miranda,VE2110,Trujillo,VE21,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),VE,1525219200000,1614038400000,NA
