OBJECTID,admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,ADM1_ID,ADM2_ID,ADM3_ID
1,001,ZA9344001,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
2,002,ZA9344002,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
3,003,ZA9344003,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
4,004,ZA9344004,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
5,005,ZA9344005,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
6,006,ZA9344006,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
7,007,ZA9344007,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
8,008,ZA9344008,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
9,009,ZA9344009,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
10,010,ZA9344010,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
11,011,ZA9344011,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
12,012,ZA9344012,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
13,013,ZA9344013,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
14,014,ZA9344014,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
15,015,ZA9344015,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
16,016,ZA9344016,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
17,017,ZA9344017,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
18,018,ZA9344018,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
19,019,ZA9344019,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
20,020,ZA9344020,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
21,021,ZA9344021,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
22,022,ZA9344022,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
23,023,ZA9344023,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
24,024,ZA9344024,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
25,025,ZA9344025,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
26,026,ZA9344026,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
27,027,ZA9344027,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
28,028,ZA9344028,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
29,029,ZA9344029,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
30,030,ZA9344030,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
31,031,ZA9344031,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
32,032,ZA9344032,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
33,033,ZA9344033,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
34,034,ZA9344034,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
35,035,ZA9344035,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
36,036,ZA9344036,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
37,037,ZA9344037,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
38,038,ZA9344038,NA,NA,NA,Makhado,ZA9344,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM344
39,001,ZA6392001,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
40,002,ZA6392002,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
41,003,ZA6392003,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
42,004,ZA6392004,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
43,005,ZA6392005,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
44,006,ZA6392006,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
45,007,ZA6392007,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
46,008,ZA6392008,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
47,009,ZA6392009,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
48,010,ZA6392010,NA,NA,NA,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC39,NW392
49,001,ZA9343001,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
50,002,ZA9343002,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
51,003,ZA9343003,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
52,004,ZA9343004,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
53,005,ZA9343005,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
54,006,ZA9343006,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
55,007,ZA9343007,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
56,008,ZA9343008,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
57,067,ZA1910067,NA,NA,NA,City of Cape Town,ZA1910,City of Cape Town,ZA191,Western Cape,ZA1,South Africa,ZA,1545868800000,1604880000000,NA,WC,CPT,CPT
58,068,ZA1910068,NA,NA,NA,City of Cape Town,ZA1910,City of Cape Town,ZA191,Western Cape,ZA1,South Africa,ZA,1545868800000,1604880000000,NA,WC,CPT,CPT
59,069,ZA1910069,NA,NA,NA,City of Cape Town,ZA1910,City of Cape Town,ZA191,Western Cape,ZA1,South Africa,ZA,1545868800000,1604880000000,NA,WC,CPT,CPT
60,008,ZA2137008,NA,NA,NA,Engcobo,ZA2137,Chris Hani,ZA213,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC13,EC137
61,009,ZA2137009,NA,NA,NA,Engcobo,ZA2137,Chris Hani,ZA213,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC13,EC137
62,010,ZA2137010,NA,NA,NA,Engcobo,ZA2137,Chris Hani,ZA213,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC13,EC137
63,011,ZA2137011,NA,NA,NA,Engcobo,ZA2137,Chris Hani,ZA213,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC13,EC137
64,012,ZA2157012,NA,NA,NA,King Sabata Dalindyebo,ZA2157,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC157
65,013,ZA2157013,NA,NA,NA,King Sabata Dalindyebo,ZA2157,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC157
66,014,ZA2157014,NA,NA,NA,King Sabata Dalindyebo,ZA2157,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC157
67,024,ZA2157024,NA,NA,NA,King Sabata Dalindyebo,ZA2157,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC157
68,025,ZA2157025,NA,NA,NA,King Sabata Dalindyebo,ZA2157,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC157
69,026,ZA2157026,NA,NA,NA,King Sabata Dalindyebo,ZA2157,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC157
70,017,ZA2442017,NA,NA,NA,Umzimvubu,ZA2442,Alfred Nzo,ZA244,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC44,EC442
71,018,ZA2442018,NA,NA,NA,Umzimvubu,ZA2442,Alfred Nzo,ZA244,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC44,EC442
72,019,ZA2442019,NA,NA,NA,Umzimvubu,ZA2442,Alfred Nzo,ZA244,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC44,EC442
73,020,ZA2442020,NA,NA,NA,Umzimvubu,ZA2442,Alfred Nzo,ZA244,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC44,EC442
74,001,ZA4192001,NA,NA,NA,Dihlabeng,ZA4192,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,1545868800000,1604880000000,NA,FS,DC19,FS192
75,002,ZA4192002,NA,NA,NA,Dihlabeng,ZA4192,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,1545868800000,1604880000000,NA,FS,DC19,FS192
76,009,ZA2126009,NA,NA,NA,Ngqushwa,ZA2126,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC126
77,017,ZA8307017,NA,NA,NA,Govan Mbeki,ZA8307,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC30,MP307
78,018,ZA8307018,NA,NA,NA,Govan Mbeki,ZA8307,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC30,MP307
79,019,ZA8307019,NA,NA,NA,Govan Mbeki,ZA8307,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC30,MP307
80,020,ZA8307020,NA,NA,NA,Govan Mbeki,ZA8307,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC30,MP307
81,009,ZA2155009,NA,NA,NA,Nyandeni,ZA2155,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC155
82,010,ZA2155010,NA,NA,NA,Nyandeni,ZA2155,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC155
83,009,ZA2930009,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
84,010,ZA2930010,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
85,011,ZA2930011,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
86,012,ZA2930012,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
87,013,ZA2930013,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
88,014,ZA2930014,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
89,033,ZA3091033,NA,NA,NA,Sol Plaatjie,ZA3091,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC091
90,001,ZA3092001,NA,NA,NA,Dikgatlong,ZA3092,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC092
91,002,ZA3092002,NA,NA,NA,Dikgatlong,ZA3092,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC092
92,003,ZA3092003,NA,NA,NA,Dikgatlong,ZA3092,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC092
93,012,ZA3451012,NA,NA,NA,Joe Morolong,ZA3451,John Taolo Gaetsewe,ZA345,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC45,NC451
94,013,ZA3451013,NA,NA,NA,Joe Morolong,ZA3451,John Taolo Gaetsewe,ZA345,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC45,NC451
95,014,ZA3451014,NA,NA,NA,Joe Morolong,ZA3451,John Taolo Gaetsewe,ZA345,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC45,NC451
96,008,ZA2106008,NA,NA,NA,Sundays River Valley,ZA2106,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC106
97,001,ZA2108001,NA,NA,NA,Kouga,ZA2108,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC108
98,002,ZA2108002,NA,NA,NA,Kouga,ZA2108,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC108
99,003,ZA2108003,NA,NA,NA,Kouga,ZA2108,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC108
100,004,ZA2108004,NA,NA,NA,Kouga,ZA2108,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC108
101,005,ZA2108005,NA,NA,NA,Kouga,ZA2108,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC108
102,006,ZA2108006,NA,NA,NA,Kouga,ZA2108,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC108
103,052,ZA2930052,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
104,053,ZA2930053,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
105,054,ZA2930054,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
106,060,ZA2930060,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
107,001,ZA4161001,NA,NA,NA,Letsemeng,ZA4161,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,1545868800000,1604880000000,NA,FS,DC16,FS161
108,002,ZA4161002,NA,NA,NA,Letsemeng,ZA4161,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,1545868800000,1604880000000,NA,FS,DC16,FS161
109,020,ZA5216020,NA,NA,NA,Ray Nkonyeni,ZA5216,Ugu,ZA521,KwaZulu-Natal,ZA5,South Africa,ZA,1545868800000,1604880000000,NA,KZN,DC21,KZN216
110,009,ZA2101009,NA,NA,NA,Dr Beyers Naude,ZA2101,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC101
111,010,ZA2101010,NA,NA,NA,Dr Beyers Naude,ZA2101,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC101
112,011,ZA2101011,NA,NA,NA,Dr Beyers Naude,ZA2101,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC101
113,012,ZA2101012,NA,NA,NA,Dr Beyers Naude,ZA2101,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC101
114,013,ZA2101013,NA,NA,NA,Dr Beyers Naude,ZA2101,Cacadu,ZA210,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC10,EC101
115,012,ZA6405012,NA,NA,NA,Ventersdorp/Tlokwe,ZA6405,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC40,NW405
116,013,ZA6405013,NA,NA,NA,Ventersdorp/Tlokwe,ZA6405,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC40,NW405
117,014,ZA6405014,NA,NA,NA,Ventersdorp/Tlokwe,ZA6405,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,1545868800000,1604880000000,NA,NW,DC40,NW405
118,026,ZA8316026,NA,NA,NA,Dr JS Moroka,ZA8316,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC31,MP316
119,027,ZA8316027,NA,NA,NA,Dr JS Moroka,ZA8316,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC31,MP316
120,028,ZA8316028,NA,NA,NA,Dr JS Moroka,ZA8316,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,1545868800000,1604880000000,NA,MP,DC31,MP316
121,003,ZA4192003,NA,NA,NA,Dihlabeng,ZA4192,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,1545868800000,1604880000000,NA,FS,DC19,FS192
122,004,ZA4192004,NA,NA,NA,Dihlabeng,ZA4192,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,1545868800000,1604880000000,NA,FS,DC19,FS192
123,031,ZA2930031,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
124,032,ZA2930032,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
125,033,ZA2930033,NA,NA,NA,Nelson Mandela Bay,ZA2930,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,NMA,NMA
126,009,ZA9343009,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
127,010,ZA9343010,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
128,011,ZA9343011,NA,NA,NA,Thulamela,ZA9343,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,1545868800000,1604880000000,NA,LIM,DC34,LIM343
129,012,ZA2121012,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
130,013,ZA2121013,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
131,014,ZA2121014,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
132,015,ZA2121015,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
133,016,ZA2121016,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
134,017,ZA2121017,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
135,018,ZA2121018,NA,NA,NA,Mbhashe,ZA2121,Amathole,ZA212,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC12,EC121
136,004,ZA3066004,NA,NA,NA,Karoo Hoogland,ZA3066,Namakwa,ZA306,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC6,NC066
137,001,ZA3067001,NA,NA,NA,Khâi-Ma,ZA3067,Namakwa,ZA306,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC6,NC067
138,005,ZA3094005,NA,NA,NA,Phokwane,ZA3094,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC094
139,007,ZA3094007,NA,NA,NA,Phokwane,ZA3094,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC094
140,008,ZA3094008,NA,NA,NA,Phokwane,ZA3094,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC094
141,009,ZA3094009,NA,NA,NA,Phokwane,ZA3094,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,1545868800000,1604880000000,NA,NC,DC9,NC094
142,012,ZA2154012,NA,NA,NA,Port St Johns,ZA2154,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC154
143,013,ZA2154013,NA,NA,NA,Port St Johns,ZA2154,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC154
144,014,ZA2154014,NA,NA,NA,Port St Johns,ZA2154,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC154
145,015,ZA2154015,NA,NA,NA,Port St Johns,ZA2154,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC154
146,016,ZA2154016,NA,NA,NA,Port St Johns,ZA2154,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC154
147,017,ZA2154017,NA,NA,NA,Port St Johns,ZA2154,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,1545868800000,1604880000000,NA,EC,DC15,EC154
