OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
86,Hiri Rural LLG,PG030307,NA,NA,NA,Kairuku - Hiri District,PG0303,Central Province,PG03,Papua New Guinea,PG,1424736000000,1557273600000,NA
87,Hoskins Rural LLG,PG190208,NA,NA,NA,Talasea District,PG1902,West New Britain Province,PG19,Papua New Guinea,PG,1424736000000,1557273600000,NA
88,Hube Rural LLG,PG120232,NA,NA,NA,Finschafen District,PG1202,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
89,Huhu Rural LLG,PG050105,NA,NA,NA,Alotau District,PG0501,Milne Bay Province,PG05,Papua New Guinea,PG,1424736000000,1557273600000,NA
90,Hulia Rural LLG,PG210411,NA,NA,NA,Komo/Magarima District,PG2104,Hela Province,PG21,Papua New Guinea,PG,1424736000000,1557273600000,NA
91,Iabu Rural LLG,PG130102,NA,NA,NA,Bogia District,PG1301,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
92,Ialibu Basin Rural LLG,PG070205,NA,NA,NA,Imbonggu District,PG0702,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
93,Ialibu Urban LLG,PG070102,NA,NA,NA,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
94,Ihu Rural LLG,PG020209,NA,NA,NA,Kikori District,PG0202,Gulf Province,PG02,Papua New Guinea,PG,1424736000000,1557273600000,NA
95,Imbongu Rural LLG,PG070206,NA,NA,NA,Imbonggu District,PG0702,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
96,Inland Baining Rural LLG,PG180102,NA,NA,NA,Gazelle District,PG1801,East New Britain Province,PG18,Papua New Guinea,PG,1424736000000,1557273600000,NA
97,Jimi Rural LLG,PG220406,NA,NA,NA,Jimi District,PG2204,Jiwaka Province,PG22,Papua New Guinea,PG,1424736000000,1557273600000,NA
98,Josephstaal Rural LLG,PG130308,NA,NA,NA,Middle Ramu District,PG1303,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
99,Kafentina Rural LLG,PG110304,NA,NA,NA,Henganofi District,PG1103,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
100,Kagua Rural LLG,PG070309,NA,NA,NA,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
101,Kainantu Urban LLG,PG110406,NA,NA,NA,Kainanatu District,PG1104,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
102,Kaintiba Rural LLG,PG020103,NA,NA,NA,Kerema District,PG0201,Gulf Province,PG02,Papua New Guinea,PG,1424736000000,1557273600000,NA
103,Kairuku Rural LLG,PG030308,NA,NA,NA,Kairuku - Hiri District,PG0303,Central Province,PG03,Papua New Guinea,PG,1424736000000,1557273600000,NA
104,Kamano No. 1 Rural LLG,PG110417,NA,NA,NA,Kainanatu District,PG1104,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
105,Kamano No. 2 Rural LLG,PG110405,NA,NA,NA,Kainanatu District,PG1104,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
106,Kandep Rural LLG,PG080101,NA,NA,NA,Kandep District,PG0801,Enga Province,PG08,Papua New Guinea,PG,1424736000000,1557273600000,NA
107,Kandrian Coastal Rural LLG,PG190103,NA,NA,NA,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,Papua New Guinea,PG,1424736000000,1557273600000,NA
108,Kandrian Inland Rural LLG,PG190104,NA,NA,NA,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,Papua New Guinea,PG,1424736000000,1557273600000,NA
109,Kapao Rural LLG,PG120730,NA,NA,NA,Menyamya District,PG1207,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
110,Karawari Rural LLG,PG140206,NA,NA,NA,Angoram District,PG1402,East Sepik Province,PG14,Papua New Guinea,PG,1424736000000,1557273600000,NA
111,Karimui Rural LLG,PG100307,NA,NA,NA,Karimui/Nomane District,PG1003,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
112,Karints Rural LLG,PG070618,NA,NA,NA,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
113,Karkar Rural LLG,PG130513,NA,NA,NA,Sumkar District,PG1305,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
114,Kavieng Urban LLG,PG170104,NA,NA,NA,Kavieng District,PG1701,New Ireland Province,PG17,Papua New Guinea,PG,1424736000000,1557273600000,NA
115,Keram Rural LLG,PG140207,NA,NA,NA,Angoram District,PG1402,East Sepik Province,PG14,Papua New Guinea,PG,1424736000000,1557273600000,NA
116,Kerema Urban LLG,PG020104,NA,NA,NA,Kerema District,PG0201,Gulf Province,PG02,Papua New Guinea,PG,1424736000000,1557273600000,NA
117,Kerowagi Urban LLG,PG100420,NA,NA,NA,Kerowagi District,PG1004,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
