OBJECTID,admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
2372,Khok Kathiam,โคกกะเทียม,TH160107,NA,NA,NA,NA,NA,Mueang Lop Buri,เมืองลพบุรี,TH1601,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2373,Khok Kham,โคกขาม,TH740114,NA,NA,NA,NA,NA,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2374,Khok Khamin,โคกขมิ้น,TH311502,NA,NA,NA,NA,NA,Phlapphla Chai,พลับพลาชัย,TH3115,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2375,Khok Khamin,โคกขมิ้น,TH420912,NA,NA,NA,NA,NA,Wang Saphung,วังสะพุง,TH4209,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2376,Khok Khi Non,โคกขี้หนอน,TH200506,NA,NA,NA,NA,NA,Phan Thong,พานทอง,TH2005,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2377,Khok Khian,โคกเคียน,TH820506,NA,NA,NA,NA,NA,Takua Pa,ตะกั่วป่า,TH8205,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2378,Khok Khian,โคกเคียน,TH960107,NA,NA,NA,NA,NA,Mueang Narathiwat,เมืองนราธิวาส,TH9601,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2379,Khok Kho Thao,โคกโคเฒ่า,TH720106,NA,NA,NA,NA,NA,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2380,Khok Khon,โคกคอน,TH430204,NA,NA,NA,NA,NA,Tha Bo,ท่าบ่อ,TH4302,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2381,Khok Khram,โคกคราม,TH720401,NA,NA,NA,NA,NA,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2382,Khok Khruea,โคกเครือ,TH461203,NA,NA,NA,NA,NA,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2383,Khok Khwai,คอกควาย,TH610604,NA,NA,NA,NA,NA,Ban Rai,บ้านไร่,TH6106,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2384,Khok Klang,โคกกลาง,TH301317,NA,NA,NA,NA,NA,Prathai,ประทาย,TH3013,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2385,Khok Klang,โคกกลาง,TH311007,NA,NA,NA,NA,NA,Lam Plai Mat,ลำปลายมาศ,TH3110,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2386,Khok Klang,โคกกลาง,TH321402,NA,NA,NA,NA,NA,Phanom Dong Rak,พนมดงรัก,TH3214,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2387,Khok Klang,โคกกลาง,TH370707,NA,NA,NA,NA,NA,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2388,Khok Klang,โคกกลาง,TH410506,NA,NA,NA,NA,NA,Non Sa-At,โนนสะอาด,TH4105,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2389,Khok Klang,โคกกลาง,TH411910,NA,NA,NA,NA,NA,Phen,เพ็ญ,TH4119,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2390,Khok Kloi,โคกกลอย,TH820406,NA,NA,NA,NA,NA,Takua Thung,ตะกั่วทุ่ง,TH8204,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2391,Khok Ko,โคกก่อ,TH440105,NA,NA,NA,NA,NA,Mueang Maha Sarakham,เมืองมหาสารคาม,TH4401,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2392,Khok Kok Muang,โคกกกม่วง,TH450702,NA,NA,NA,NA,NA,Phon Thong,โพนทอง,TH4507,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2393,Khok Kong,โคกก่ง,TH370204,NA,NA,NA,NA,NA,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2394,Khok Kong,โคกก่อง,TH342202,NA,NA,NA,NA,NA,Samrong,สำโรง,TH3422,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2395,Khok Kong,โคกก่อง,TH380106,NA,NA,NA,NA,NA,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2396,Khok Kong,โคกก่อง,TH470121,NA,NA,NA,NA,NA,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2397,Khok Krabue,คอกกระบือ,TH740111,NA,NA,NA,NA,NA,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2398,Khok Krabue,คอกกระบือ,TH940407,NA,NA,NA,NA,NA,Panare,ปะนาเระ,TH9404,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2399,Khok Krabueang,โคกกระเบื้อง,TH300503,NA,NA,NA,NA,NA,Ban Lueam,บ้านเหลื่อม,TH3005,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2400,Khok Krachai,โคกกระชาย,TH300204,NA,NA,NA,NA,NA,Khon Buri,ครบุรี,TH3002,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2401,Khok Kruat,โคกกรวด,TH260204,NA,NA,NA,NA,NA,Pak Phli,ปากพลี,TH2602,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2402,Khok Kruat,โคกกรวด,TH300117,NA,NA,NA,NA,NA,Mueang Nakhon Ratchasima,เมืองนครราชสีมา,TH3001,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2403,Khok Kung,โคกกุง,TH361207,NA,NA,NA,NA,NA,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2404,Khok Kwang,โคกกว้าง,TH380803,NA,NA,NA,NA,NA,Bung Khla,บุ่งคล้า,TH3808,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2405,Khok Lam,โคกล่าม,TH311012,NA,NA,NA,NA,NA,Lam Plai Mat,ลำปลายมาศ,TH3110,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2406,Khok Lam,โคกล่าม,TH450404,NA,NA,NA,NA,NA,Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2407,Khok Lam,โคกหล่าม,TH331024,NA,NA,NA,NA,NA,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2408,Khok Lamphan,โคกลำพาน,TH160108,NA,NA,NA,NA,NA,Mueang Lop Buri,เมืองลพบุรี,TH1601,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2409,Khok Lek,โคกเหล็ก,TH311606,NA,NA,NA,NA,NA,Huai Rat,ห้วยราช,TH3116,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2410,Khok Lo,โคกหล่อ,TH920110,NA,NA,NA,NA,NA,Mueang Trang,เมืองตรัง,TH9201,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2411,Khok Ma,โคกม้า,TH310710,NA,NA,NA,NA,NA,Prakhon Chai,ประโคนชัย,TH3107,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2412,Khok Mai Lai,โคกไม้ลาย,TH250109,NA,NA,NA,NA,NA,Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2413,Khok Makham,โคกมะขาม,TH310718,NA,NA,NA,NA,NA,Prakhon Chai,ประโคนชัย,TH3107,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2414,Khok Mamuang,โคกมะม่วง,TH311204,NA,NA,NA,NA,NA,Pakham,ปะคำ,TH3112,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2415,Khok Mang Ngoi,โคกมั่งงอย,TH360307,NA,NA,NA,NA,NA,Khon Sawan,คอนสวรรค์,TH3603,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2416,Khok Mo,โคกหม้อ,TH600309,NA,NA,NA,NA,NA,Chum Saeng,ชุมแสง,TH6003,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2417,Khok Mo,โคกหม้อ,TH610205,NA,NA,NA,NA,NA,Thap Than,ทัพทัน,TH6102,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2418,Khok Mo,โคกหม้อ,TH700109,NA,NA,NA,NA,NA,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2419,Khok Mon,โคกมน,TH670904,NA,NA,NA,NA,NA,Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2420,Khok Muang,โคกม่วง,TH140902,NA,NA,NA,NA,NA,Phachi,ภาชี,TH1409,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2421,Khok Muang,โคกม่วง,TH390308,NA,NA,NA,NA,NA,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2422,Khok Muang,โคกม่วง,TH901603,NA,NA,NA,NA,NA,Khlong Hoi Khong,คลองหอยโข่ง,TH9016,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2423,Khok Muang,โคกม่วง,TH930307,NA,NA,NA,NA,NA,Khao Chaison,เขาชัยสน,TH9303,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2424,Khok Na Ko,โคกนาโก,TH350503,NA,NA,NA,NA,NA,Pa Tio,ป่าติ้ว,TH3505,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2425,Khok Ngam,โคกงาม,TH400207,NA,NA,NA,NA,NA,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2426,Khok Ngam,โคกงาม,TH420504,NA,NA,NA,NA,NA,Dan Sai,ด่านซ้าย,TH4205,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2427,Khok Phet,โคกเพชร,TH330517,NA,NA,NA,NA,NA,Khukhan,ขุขันธ์,TH3305,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2428,Khok Phet Phatthana,โคกเพชรพัฒนา,TH360707,NA,NA,NA,NA,NA,Bamnet Narong,บำเหน็จณรงค์,TH3607,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2429,Khok Phlo,โคกเพลาะ,TH200620,NA,NA,NA,NA,NA,Phanat Nikhom,พนัสนิคม,TH2006,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2430,Khok Pho,โคกโพธิ์,TH940201,NA,NA,NA,NA,NA,Khok Pho,โคกโพธิ์,TH9402,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2431,Khok Phra,โคกพระ,TH440401,NA,NA,NA,NA,NA,Kantharawichai,กันทรวิชัย,TH4404,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2432,Khok Phra Chedi,โคกพระเจดีย์,TH730311,NA,NA,NA,NA,NA,Nakhon Chai Si,นครชัยศรี,TH7303,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2433,Khok Phu,โคกภู,TH471803,NA,NA,NA,NA,NA,Phu Phan,ภูพาน,TH4718,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2434,Khok Phutsa,โคกพุทรา,TH150409,NA,NA,NA,NA,NA,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2435,Khok Pi Khong,โคกปี่ฆ้อง,TH270104,NA,NA,NA,NA,NA,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2436,Khok Pip,โคกปีบ,TH250901,NA,NA,NA,NA,NA,Si Mahosot,ศรีมโหสถ,TH2509,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2437,Khok Prong,โคกปรง,TH670504,NA,NA,NA,NA,NA,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2438,Khok Roeng Rom,โคกเริงรมย์,TH360705,NA,NA,NA,NA,NA,Bamnet Narong,บำเหน็จณรงค์,TH3607,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2439,Khok Sa-At,โคกสะอาด,TH190507,NA,NA,NA,NA,NA,Nong Saeng,หนองแซง,TH1905,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2440,Khok Sa-At,โคกสะอาด,TH311008,NA,NA,NA,NA,NA,Lam Plai Mat,ลำปลายมาศ,TH3110,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2441,Khok Sa-At,โคกสะอาด,TH320509,NA,NA,NA,NA,NA,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2442,Khok Sa-At,โคกสะอาด,TH343304,NA,NA,NA,NA,NA,Nam Khun,น้ำขุ่น,TH3433,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2443,Khok Sa-At,โคกสะอาด,TH360804,NA,NA,NA,NA,NA,Nong Bua Rawe,หนองบัวระเหว,TH3608,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2444,Khok Sa-At,โคกสะอาด,TH361007,NA,NA,NA,NA,NA,Phu Khiao,ภูเขียว,TH3610,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2445,Khok Sa-At,โคกสะอาด,TH410119,NA,NA,NA,NA,NA,Mueang Udon Thani,เมืองอุดรธานี,TH4101,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2446,Khok Sa-At,โคกสะอาด,TH461803,NA,NA,NA,NA,NA,Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2447,Khok Sa-At,โคกสะอาด,TH670605,NA,NA,NA,NA,NA,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2448,Khok Sa-Nga,โคกสง่า,TH401208,NA,NA,NA,NA,NA,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2449,Khok Saba,โคกสะบ้า,TH920804,NA,NA,NA,NA,NA,Na Yong,นาโยง,TH9208,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2450,Khok Sai,โคกทราย,TH930802,NA,NA,NA,NA,NA,Pa Bon,ป่าบอน,TH9308,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2451,Khok Sak,โคกสัก,TH930903,NA,NA,NA,NA,NA,Bang Kaeo,บางแก้ว,TH9309,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2452,Khok Salung,โคกสลุง,TH160205,NA,NA,NA,NA,NA,Phatthana Nikhom,พัฒนานิคม,TH1602,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2453,Khok Salut,โคกสลุด,TH160506,NA,NA,NA,NA,NA,Tha Wung,ท่าวุ้ง,TH1605,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2454,Khok Salut,โคกสลุด,TH650503,NA,NA,NA,NA,NA,Bang Krathum,บางกระทุ่ม,TH6505,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2455,Khok Samae San,โคกแสมสาร,TH160905,NA,NA,NA,NA,NA,Khok Charoen,โคกเจริญ,TH1609,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2456,Khok Samran,โคกสำราญ,TH350812,NA,NA,NA,NA,NA,Loeng Nok Tha,เลิงนกทา,TH3508,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2457,Khok Samran,โคกสำราญ,TH402402,NA,NA,NA,NA,NA,Ban Haet,บ้านแฮด,TH4024,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2458,Khok Samrong,โคกสำโรง,TH160301,NA,NA,NA,NA,NA,Khok Samrong,โคกสำโรง,TH1603,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2459,Khok San,โคกสาร,TH370202,NA,NA,NA,NA,NA,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2460,Khok Sanuan,โคกสนวน,TH311806,NA,NA,NA,NA,NA,Chamni,ชำนิ,TH3118,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2461,Khok Sato,โคกสะตอ,TH960608,NA,NA,NA,NA,NA,Rueso,รือเสาะ,TH9606,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2462,Khok Sawang,โคกสว่าง,TH190107,NA,NA,NA,NA,NA,Mueang Saraburi,เมืองสระบุรี,TH1901,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2463,Khok Sawang,โคกสว่าง,TH310505,NA,NA,NA,NA,NA,Nong Ki,หนองกี่,TH3105,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2464,Khok Sawang,โคกสว่าง,TH342206,NA,NA,NA,NA,NA,Samrong,สำโรง,TH3422,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2465,Khok Sawang,โคกสว่าง,TH450607,NA,NA,NA,NA,NA,Phanom Phrai,พนมไพร,TH4506,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2466,Khok Sawang,โคกสว่าง,TH450905,NA,NA,NA,NA,NA,Nong Phok,หนองพอก,TH4509,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
2467,Khok Sawang,โคกสว่าง,TH480204,NA,NA,NA,NA,NA,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
