OBJECTID,admin3Name_en,admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_fr,admin3AltName2_fr,admin2Name_en,admin2Name_fr,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Pcode,date,validOn,validTo
216,NA,Mbonge,CM010005005,NA,NA,NA,NA,NA,NA,Meme,CM010005,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
217,NA,Mbotoro,CM003003005,NA,NA,NA,NA,NA,NA,Kadey,CM003003,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
218,NA,Mbouda,CM008001004,NA,NA,NA,NA,NA,NA,Bamboutos,CM008001,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
219,NA,Mbven,CM007002003,NA,NA,NA,NA,NA,NA,Bui,CM007002,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
220,NA,Meiganga,CM001004003,NA,NA,NA,NA,NA,NA,Mbéré,CM001004,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
221,NA,Melong,CM005001007,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
222,NA,Menchum-Valley,CM007004003,NA,NA,NA,NA,NA,NA,Menchum,CM007004,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
223,NA,Mengang,CM002009004,NA,NA,NA,NA,NA,NA,Nyong-et-Mfoumou,CM002009,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
224,NA,Mengong,CM009002006,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
225,NA,Mengueme,CM002010004,NA,NA,NA,NA,NA,NA,Nyong-et-So'o,CM002010,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
226,NA,Meri,CM004001007,NA,NA,NA,NA,NA,NA,Diamaré,CM004001,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
227,NA,Messamena,CM003002010,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
228,NA,Messok,CM003002011,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
229,NA,Messondo,CM002008008,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
230,NA,Meyomessala,CM009001003,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
231,NA,Meyomessi,CM009001004,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
232,NA,Mfou,CM002005006,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
233,NA,Mindif,CM004004003,NA,NA,NA,NA,NA,NA,Mayo-Kani,CM004004,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
234,NA,Minta,CM002001004,NA,NA,NA,NA,NA,NA,Haute-Sanaga,CM002001,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
235,NA,Mintom,CM009001005,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
236,NA,Misaje,CM007003002,NA,NA,NA,NA,NA,NA,Donga-Mantung,CM007003,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
237,NA,Mogode,CM004006005,NA,NA,NA,NA,NA,NA,Mayo-Tsanaga,CM004006,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
238,NA,Mokolo,CM004006006,NA,NA,NA,NA,NA,NA,Mayo-Tsanaga,CM004006,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
239,NA,Moloundou,CM003001002,NA,NA,NA,NA,NA,NA,Boumba-et-Ngoko,CM003001,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
240,NA,Mombo,CM005001008,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
241,NA,Monatele,CM002002006,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
242,NA,Mora,CM004005002,NA,NA,NA,NA,NA,NA,Mayo-Sava,CM004005,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
243,NA,Mouanko,CM005003006,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
244,NA,Moulvoudaye,CM004004004,NA,NA,NA,NA,NA,NA,Mayo-Kani,CM004004,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
245,NA,Moutourwa,CM004004005,NA,NA,NA,NA,NA,NA,Mayo-Kani,CM004004,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
246,NA,Mundemba,CM010006008,NA,NA,NA,NA,NA,NA,Ndian,CM010006,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
247,NA,Muyuka,CM010001005,NA,NA,NA,NA,NA,NA,Fako,CM010001,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
248,NA,Mvangane,CM009002007,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
249,NA,Mvengue,CM009003008,NA,NA,NA,NA,NA,NA,Océan,CM009003,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
250,NA,Nanga-Eboko,CM002001005,NA,NA,NA,NA,NA,NA,Haute-Sanaga,CM002001,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
251,NA,Ndelele,CM003003006,NA,NA,NA,NA,NA,NA,Kadey,CM003003,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
252,NA,Ndem Nam,CM003003007,NA,NA,NA,NA,NA,NA,Kadey,CM003003,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
253,NA,Ndikinimeki,CM002003007,NA,NA,NA,NA,NA,NA,Mbam-et-Inoubou,CM002003,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
254,NA,Ndom,CM005003007,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
255,NA,Ndop,CM007007003,NA,NA,NA,NA,NA,NA,Ngo-Ketunjia,CM007007,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
256,NA,Ndoukoula,CM004001008,NA,NA,NA,NA,NA,NA,Diamaré,CM004001,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
257,NA,Ndu,CM007003003,NA,NA,NA,NA,NA,NA,Donga-Mantung,CM007003,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
258,NA,Ngambe,CM005003008,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
259,NA,Ngambe-Tikar,CM002004002,NA,NA,NA,NA,NA,NA,Mbam-et-Kim,CM002004,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
260,NA,Nganha,CM001005004,NA,NA,NA,NA,NA,NA,Vina,CM001005,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
261,NA,Ngaoui,CM001004004,NA,NA,NA,NA,NA,NA,Mbéré,CM001004,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
262,NA,Ngaoundal,CM001001001,NA,NA,NA,NA,NA,NA,Djérem,CM001001,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
263,NA,Ngaoundere 1er,CM001005005,NA,NA,NA,NA,NA,NA,Vina,CM001005,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
264,NA,Ngaoundere 2e,CM001005006,NA,NA,NA,NA,NA,NA,Vina,CM001005,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
265,NA,Ngaoundere 3e,CM001005007,NA,NA,NA,NA,NA,NA,Vina,CM001005,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
266,NA,Ngie,CM007006003,NA,NA,NA,NA,NA,NA,Momo,CM007006,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
267,NA,Ngog-Mapubi,CM002008009,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
268,NA,Ngomedzap,CM002010005,NA,NA,NA,NA,NA,NA,Nyong-et-So'o,CM002010,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
269,NA,Ngoro,CM002004003,NA,NA,NA,NA,NA,NA,Mbam-et-Kim,CM002004,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
270,NA,Ngoulemakong,CM009002008,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
271,NA,Ngoumou,CM002006004,NA,NA,NA,NA,NA,NA,Mefou-et-Akono,CM002006,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
272,NA,Ngoura,CM003004008,NA,NA,NA,NA,NA,NA,Lom-et-Djérem,CM003004,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
273,NA,Ngoyla,CM003002012,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
274,NA,Nguelemendouka,CM003002013,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
275,NA,Nguibassal,CM002008010,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
276,NA,Nguti,CM010002002,NA,NA,NA,NA,NA,NA,Kupe-Manenguba,CM010002,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
277,NA,Ngwei,CM005003009,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
278,NA,Niete,CM009003009,NA,NA,NA,NA,NA,NA,Océan,CM009003,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
279,NA,Nitoukou,CM002003008,NA,NA,NA,NA,NA,NA,Mbam-et-Inoubou,CM002003,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
280,NA,Njikwa,CM007006004,NA,NA,NA,NA,NA,NA,Momo,CM007006,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
281,NA,Njimom,CM008008009,NA,NA,NA,NA,NA,NA,Noun,CM008008,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
282,NA,Njinikom,CM007001004,NA,NA,NA,NA,NA,NA,Boyo,CM007001,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
283,NA,Njombe-Penja,CM005001009,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
284,NA,Nkambe,CM007003004,NA,NA,NA,NA,NA,NA,Donga-Mantung,CM007003,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
285,NA,Nkolafamba,CM002005007,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
286,NA,Nkolmetet,CM002010006,NA,NA,NA,NA,NA,NA,Nyong-et-So'o,CM002010,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
287,NA,Nkondjock,CM005002001,NA,NA,NA,NA,NA,NA,Nkam,CM005002,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
288,NA,Nkong-Ni,CM008005004,NA,NA,NA,NA,NA,NA,Menoua,CM008005,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
289,NA,Nkongsamba 1er,CM005001010,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
290,NA,Nkongsamba 2e,CM005001011,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
291,NA,Nkongsamba 3e,CM005001012,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
292,NA,Nkoteng,CM002001006,NA,NA,NA,NA,NA,NA,Haute-Sanaga,CM002001,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
293,NA,Nkum,CM007002004,NA,NA,NA,NA,NA,NA,Bui,CM007002,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
294,NA,Nlonako,CM005001013,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
295,NA,Noni,CM007002005,NA,NA,NA,NA,NA,NA,Bui,CM007002,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
296,NA,Nord-Makombe,CM005002002,NA,NA,NA,NA,NA,NA,Nkam,CM005002,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
297,NA,Nsem,CM002001007,NA,NA,NA,NA,NA,NA,Haute-Sanaga,CM002001,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
298,NA,Ntui,CM002004004,NA,NA,NA,NA,NA,NA,Mbam-et-Kim,CM002004,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
299,NA,Nwa,CM007003005,NA,NA,NA,NA,NA,NA,Donga-Mantung,CM007003,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
300,NA,Nyakokombo,CM002009005,NA,NA,NA,NA,NA,NA,Nyong-et-Mfoumou,CM002009,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
301,NA,Nyambaka,CM001005008,NA,NA,NA,NA,NA,NA,Vina,CM001005,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
302,NA,Nyanon,CM005003010,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
303,NA,Obala,CM002002007,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
304,NA,Okola,CM002002008,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
305,NA,Oku,CM007002006,NA,NA,NA,NA,NA,NA,Bui,CM007002,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
306,NA,Olamze,CM009004004,NA,NA,NA,NA,NA,NA,Vallée-du-Ntem,CM009004,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
307,NA,Ombessa,CM002003009,NA,NA,NA,NA,NA,NA,Mbam-et-Inoubou,CM002003,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
308,NA,Oveng,CM009001006,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
309,NA,Penka-Michel,CM008005005,NA,NA,NA,NA,NA,NA,Menoua,CM008005,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
310,NA,Pette,CM004001009,NA,NA,NA,NA,NA,NA,Diamaré,CM004001,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
311,NA,Pitoa,CM006001010,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
312,NA,Poli,CM006002002,NA,NA,NA,NA,NA,NA,Faro,CM006002,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
313,NA,Porhi,CM004004006,NA,NA,NA,NA,NA,NA,Mayo-Kani,CM004004,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
314,NA,Pouma,CM005003011,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
315,NA,Poumougne,CM008004003,NA,NA,NA,NA,NA,NA,Koung-Khi,CM008004,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
316,NA,Rey-Bouba,CM006004002,NA,NA,NA,NA,NA,NA,Mayo-Rey,CM006004,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
317,NA,Saa,CM002002009,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
318,NA,Salapoumbe,CM003001003,NA,NA,NA,NA,NA,NA,Boumba-et-Ngoko,CM003001,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
319,NA,Sangmelima,CM009001007,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
320,NA,Santa,CM007005006,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
321,NA,Santchou,CM008005006,NA,NA,NA,NA,NA,NA,Menoua,CM008005,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
322,NA,Soa,CM002005008,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
323,NA,Somalomo,CM003002014,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
324,NA,Soulede-Roua,CM004006007,NA,NA,NA,NA,NA,NA,Mayo-Tsanaga,CM004006,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
325,NA,Taibong,CM004004007,NA,NA,NA,NA,NA,NA,Mayo-Kani,CM004004,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
326,NA,Tchatibali,CM004003008,NA,NA,NA,NA,NA,NA,Mayo-Danay,CM004003,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
327,NA,Tcheboa,CM006001011,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
328,NA,Tchollire,CM006004003,NA,NA,NA,NA,NA,NA,Mayo-Rey,CM006004,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
329,NA,Tibati,CM001001002,NA,NA,NA,NA,NA,NA,Djérem,CM001001,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
330,NA,Tignere,CM001002004,NA,NA,NA,NA,NA,NA,Faro-et-Déo,CM001002,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
331,NA,Tiko,CM010001006,NA,NA,NA,NA,NA,NA,Fako,CM010001,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
332,NA,Toko,CM010006009,NA,NA,NA,NA,NA,NA,Ndian,CM010006,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
333,NA,Tokombere,CM004005003,NA,NA,NA,NA,NA,NA,Mayo-Sava,CM004005,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
334,NA,Tombel,CM010002003,NA,NA,NA,NA,NA,NA,Kupe-Manenguba,CM010002,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
335,NA,Tonga,CM008007004,NA,NA,NA,NA,NA,NA,Ndé,CM008007,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
336,NA,Touboro,CM006004004,NA,NA,NA,NA,NA,NA,Mayo-Rey,CM006004,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
337,NA,Touroua,CM006001012,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
338,NA,Tubah,CM007005007,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
339,NA,Upper Bayang,CM010004004,NA,NA,NA,NA,NA,NA,Manyu,CM010004,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
340,NA,Vele,CM004003009,NA,NA,NA,NA,NA,NA,Mayo-Danay,CM004003,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
341,NA,Wabane,CM010003003,NA,NA,NA,NA,NA,NA,Lebialem,CM010003,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
342,NA,Waza,CM004002009,NA,NA,NA,NA,NA,NA,Logone-et-Chari,CM004002,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
343,NA,West-Coast,CM010001007,NA,NA,NA,NA,NA,NA,Fako,CM010001,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
344,NA,Widikum,CM007006005,NA,NA,NA,NA,NA,NA,Momo,CM007006,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
345,NA,Wina,CM004003010,NA,NA,NA,NA,NA,NA,Mayo-Danay,CM004003,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
346,NA,Wum,CM007004004,NA,NA,NA,NA,NA,NA,Menchum,CM007004,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
347,NA,Yabassi,CM005002003,NA,NA,NA,NA,NA,NA,Nkam,CM005002,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
348,NA,Yagoua,CM004003011,NA,NA,NA,NA,NA,NA,Mayo-Danay,CM004003,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
349,NA,Yaounde 1er,CM002007001,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
350,NA,Yaounde 2e,CM002007002,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
351,NA,Yaounde 3e,CM002007003,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
352,NA,Yaounde 4e,CM002007004,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
353,NA,Yaounde 5e,CM002007005,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
354,NA,Yaounde 6e,CM002007006,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
355,NA,Yaounde 7e,CM002007007,NA,NA,NA,NA,NA,NA,Mfoundi,CM002007,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
356,NA,Yingui,CM005002004,NA,NA,NA,NA,NA,NA,Nkam,CM005002,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
357,NA,Yokadouma,CM003001004,NA,NA,NA,NA,NA,NA,Boumba-et-Ngoko,CM003001,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
358,NA,Yoko,CM002004005,NA,NA,NA,NA,NA,NA,Mbam-et-Kim,CM002004,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
359,NA,Zina,CM004002010,NA,NA,NA,NA,NA,NA,Logone-et-Chari,CM004002,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
360,NA,Zoetele,CM009001008,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
